sample_id	layer	missing_percent	subtype
TCGA-O2-A52V-01	mRNA	0	LUSC
TCGA-O2-A5IB-01	mRNA	0	LUSC
TCGA-05-4384-01	DNA methylation	0.15695492284945217	LUAD
TCGA-05-4396-01	DNA methylation	0.133955087133993	LUAD
TCGA-05-4405-01	DNA methylation	0.024516308399994947	LUAD
TCGA-05-4410-01	DNA methylation	0.020472381241232893	LUAD
TCGA-05-4417-01	DNA methylation	0.01668119952989347	LUAD
TCGA-05-4427-01	DNA methylation	0.033615144507209566	LUAD
TCGA-05-5423-01	DNA methylation	0.5977429831545159	LUAD
TCGA-05-5425-01	DNA methylation	0.018703163109274494	LUAD
TCGA-05-5429-01	DNA methylation	0.016933944977316095	LUAD
TCGA-05-5715-01	DNA methylation	0.02072512668865552	LUAD
TCGA-35-5375-01	DNA methylation	0.014406490503089814	LUAD
TCGA-38-6178-01	DNA methylation	0.021230617583500776	LUAD
TCGA-38-A44F-01	DNA methylation	0.01642845408247084	LUAD
TCGA-44-2656-01	DNA methylation	0.008846090659791991	LUAD
TCGA-44-2665-01	DNA methylation	0.005054908948452566	LUAD
TCGA-44-2668-01	DNA methylation	0.006065890738143079	LUAD
TCGA-44-3918-01	DNA methylation	0.0012637272371131415	LUAD
TCGA-44-4112-01	DNA methylation	0.0070768725278335925	LUAD
TCGA-44-5643-01	DNA methylation	0.035384362639167964	LUAD
TCGA-44-5644-01	DNA methylation	0.018703163109274494	LUAD
TCGA-44-5645-01	DNA methylation	0.08694443391338413	LUAD
TCGA-44-6145-01	DNA methylation	0.055603998432978224	LUAD
TCGA-44-6146-01	DNA methylation	0.028812981006179628	LUAD
TCGA-44-6148-01	DNA methylation	0.03007670824329277	LUAD
TCGA-44-6774-01	DNA methylation	0.035384362639167964	LUAD
TCGA-44-6775-01	DNA methylation	0.03614259898143585	LUAD
TCGA-44-6776-01	DNA methylation	0.032351417270096425	LUAD
TCGA-44-6777-01	DNA methylation	0.09477954278348562	LUAD
TCGA-44-6778-01	DNA methylation	0.016175708635048212	LUAD
TCGA-44-6779-01	DNA methylation	0.1579659046391427	LUAD
TCGA-44-7659-01	DNA methylation	0.17565808595872667	LUAD
TCGA-44-7660-01	DNA methylation	0.008593345212369362	LUAD
TCGA-44-7661-01	DNA methylation	0.013900999608244556	LUAD
TCGA-44-7662-01	DNA methylation	0.04448319874638258	LUAD
TCGA-44-7667-01	DNA methylation	0.11120799686595645	LUAD
TCGA-44-7669-01	DNA methylation	0.03993378069277527	LUAD
TCGA-44-7670-01	DNA methylation	0.03614259898143585	LUAD
TCGA-44-7671-01	DNA methylation	0.4888096953153631	LUAD
TCGA-44-7672-01	DNA methylation	0.3177010274102438	LUAD
TCGA-44-8117-01	DNA methylation	0.021483363030923405	LUAD
TCGA-44-8119-01	DNA methylation	0.008087854317524106	LUAD
TCGA-44-A479-01	DNA methylation	0.017186690424738724	LUAD
TCGA-44-A47A-01	DNA methylation	0.008340599764946735	LUAD
TCGA-44-A47G-01	DNA methylation	0.007329617975256221	LUAD
TCGA-44-A4SS-01	DNA methylation	0.004549418053607309	LUAD
TCGA-44-A4SU-01	DNA methylation	0.010615308791750388	LUAD
TCGA-49-4487-01	DNA methylation	0.06293361640823444	LUAD
TCGA-49-4488-01	DNA methylation	0.06470283454019285	LUAD
TCGA-49-4512-01	DNA methylation	0.02375807205772706	LUAD
TCGA-49-4514-01	DNA methylation	0.026285526531953343	LUAD
TCGA-49-6742-01	DNA methylation	0.013648254160821929	LUAD
TCGA-49-6743-01	DNA methylation	0.037659071665971613	LUAD
TCGA-49-6744-01	DNA methylation	0.09402130644121773	LUAD
TCGA-49-6745-01	DNA methylation	0.015670217740202955	LUAD
TCGA-49-6761-01	DNA methylation	0.023505326610304432	LUAD
TCGA-49-6767-01	DNA methylation	0.021736108478346033	LUAD
TCGA-49-AAQV-01	DNA methylation	0.004296672606184681	LUAD
TCGA-49-AAR0-01	DNA methylation	0.008846090659791991	LUAD
TCGA-49-AAR2-01	DNA methylation	0.008087854317524106	LUAD
TCGA-49-AAR3-01	DNA methylation	0.2711958650844802	LUAD
TCGA-49-AAR4-01	DNA methylation	0.3811401347133235	LUAD
TCGA-49-AAR9-01	DNA methylation	0.8274885948616851	LUAD
TCGA-49-AARE-01	DNA methylation	0.4756669320493865	LUAD
TCGA-49-AARN-01	DNA methylation	0.8494774487874538	LUAD
TCGA-49-AARO-01	DNA methylation	0.586116692573075	LUAD
TCGA-49-AARR-01	DNA methylation	0.8272358494142625	LUAD
TCGA-4B-A93V-01	DNA methylation	0.007835108870101477	LUAD
TCGA-50-5044-01	DNA methylation	0.02097787213607815	LUAD
TCGA-50-5045-01	DNA methylation	0.015164726845357697	LUAD
TCGA-50-5049-01	DNA methylation	0.057120471117514	LUAD
TCGA-50-5051-01	DNA methylation	0.0849224703340031	LUAD
TCGA-50-5066-01	DNA methylation	0.019966890346387635	LUAD
TCGA-50-5068-01	DNA methylation	0.033615144507209566	LUAD
TCGA-50-5072-01	DNA methylation	0.1392627415298682	LUAD
TCGA-50-5930-01	DNA methylation	0.018703163109274494	LUAD
TCGA-50-5931-01	DNA methylation	0.34676675386384603	LUAD
TCGA-50-5932-01	DNA methylation	0.045999671430918355	LUAD
TCGA-50-5933-01	DNA methylation	0.29975610064323716	LUAD
TCGA-50-5936-01	DNA methylation	0.024516308399994947	LUAD
TCGA-50-5939-01	DNA methylation	0.03134043548040591	LUAD
TCGA-50-5941-01	DNA methylation	0.22115226649479977	LUAD
TCGA-50-5942-01	DNA methylation	0.029318471901024885	LUAD
TCGA-50-5944-01	DNA methylation	0.12485625102677839	LUAD
TCGA-50-5946-01	DNA methylation	0.1304166508700762	LUAD
TCGA-50-6590-01	DNA methylation	0.017439435872161353	LUAD
TCGA-50-6591-01	DNA methylation	0.055603998432978224	LUAD
TCGA-50-6592-01	DNA methylation	0.12131781476286158	LUAD
TCGA-50-6593-01	DNA methylation	0.1205595784205937	LUAD
TCGA-50-6594-01	DNA methylation	0.04776888956287675	LUAD
TCGA-50-6595-01	DNA methylation	0.1061530879175039	LUAD
TCGA-50-6597-01	DNA methylation	0.021230617583500776	LUAD
TCGA-50-6673-01	DNA methylation	0.03462612629690008	LUAD
TCGA-50-7109-01	DNA methylation	0.006571381632988336	LUAD
TCGA-50-8457-01	DNA methylation	0.021483363030923405	LUAD
TCGA-50-8459-01	DNA methylation	0.005560399843297823	LUAD
TCGA-50-8460-01	DNA methylation	0.015164726845357697	LUAD
TCGA-53-7624-01	DNA methylation	0.014911981397935068	LUAD
TCGA-53-7626-01	DNA methylation	0.015417472292780326	LUAD
TCGA-53-7813-01	DNA methylation	0.013648254160821929	LUAD
TCGA-53-A4EZ-01	DNA methylation	0.009857072449482505	LUAD
TCGA-55-5899-01	DNA methylation	0.012384526923708786	LUAD
TCGA-55-6543-01	DNA methylation	0.24263562952572315	LUAD
TCGA-55-6712-01	DNA methylation	0.023252581162881803	LUAD
TCGA-55-6969-01	DNA methylation	0.1928447763834654	LUAD
TCGA-55-6970-01	DNA methylation	0.01668119952989347	LUAD
TCGA-55-6971-01	DNA methylation	0.011626290581440902	LUAD
TCGA-55-6978-01	DNA methylation	0.1607461045607916	LUAD
TCGA-55-6979-01	DNA methylation	0.10337288799585498	LUAD
TCGA-55-6981-01	DNA methylation	0.12081232386801632	LUAD
TCGA-55-6982-01	DNA methylation	0.015670217740202955	LUAD
TCGA-55-7573-01	DNA methylation	0.006571381632988336	LUAD
TCGA-55-7574-01	DNA methylation	0.011120799686595646	LUAD
TCGA-55-7728-01	DNA methylation	0.011626290581440902	LUAD
TCGA-55-7815-01	DNA methylation	0.009604327002059876	LUAD
TCGA-55-7910-01	DNA methylation	0.015670217740202955	LUAD
TCGA-55-7911-01	DNA methylation	0.009098836107214618	LUAD
TCGA-55-8505-01	DNA methylation	0.012131781476286158	LUAD
TCGA-55-8506-01	DNA methylation	0.0070768725278335925	LUAD
TCGA-55-8507-01	DNA methylation	0.008846090659791991	LUAD
TCGA-55-8620-01	DNA methylation	0.005813145290720451	LUAD
TCGA-55-A494-01	DNA methylation	0.02072512668865552	LUAD
TCGA-62-8394-01	DNA methylation	0.010868054239173017	LUAD
TCGA-62-8395-01	DNA methylation	0.0133955087133993	LUAD
TCGA-62-8398-01	DNA methylation	0.012384526923708786	LUAD
TCGA-62-A46O-01	DNA methylation	0.013900999608244556	LUAD
TCGA-62-A46P-01	DNA methylation	0.021736108478346033	LUAD
TCGA-62-A46R-01	DNA methylation	0.0454941805360731	LUAD
TCGA-62-A46S-01	DNA methylation	0.013900999608244556	LUAD
TCGA-62-A46V-01	DNA methylation	0.017944926767006607	LUAD
TCGA-62-A471-01	DNA methylation	0.013900999608244556	LUAD
TCGA-64-1679-01	DNA methylation	0.020472381241232893	LUAD
TCGA-64-1681-01	DNA methylation	0.5595784205936991	LUAD
TCGA-64-5774-01	DNA methylation	0.024263562952572315	LUAD
TCGA-64-5778-01	DNA methylation	0.03108769003298328	LUAD
TCGA-64-5779-01	DNA methylation	0.05661498022266874	LUAD
TCGA-64-5781-01	DNA methylation	0.01668119952989347	LUAD
TCGA-64-5815-01	DNA methylation	0.03184592637525116	LUAD
TCGA-67-6215-01	DNA methylation	0.020219635793810264	LUAD
TCGA-67-6216-01	DNA methylation	0.10564759702265862	LUAD
TCGA-67-6217-01	DNA methylation	0.04473594419380521	LUAD
TCGA-69-7760-01	DNA methylation	0.008087854317524106	LUAD
TCGA-69-7761-01	DNA methylation	0.007329617975256221	LUAD
TCGA-69-7763-01	DNA methylation	0.008846090659791991	LUAD
TCGA-69-7764-01	DNA methylation	0.009351581554637247	LUAD
TCGA-69-7765-01	DNA methylation	0.015417472292780326	LUAD
TCGA-69-8255-01	DNA methylation	0.0133955087133993	LUAD
TCGA-69-A59K-01	DNA methylation	0.3262943726226131	LUAD
TCGA-71-6725-01	DNA methylation	0.0821422704123542	LUAD
TCGA-71-8520-01	DNA methylation	0.017186690424738724	LUAD
TCGA-73-4658-01	DNA methylation	0.09225208830925934	LUAD
TCGA-73-4676-01	DNA methylation	0.12258154199997473	LUAD
TCGA-73-7498-01	DNA methylation	0.017944926767006607	LUAD
TCGA-73-7499-01	DNA methylation	0.012637272371131415	LUAD
TCGA-73-A9RS-01	DNA methylation	0.5944572923380217	LUAD
TCGA-75-5122-01	DNA methylation	0.1741416132741909	LUAD
TCGA-75-5125-01	DNA methylation	0.2868660828246831	LUAD
TCGA-75-6203-01	DNA methylation	0.2178665756783056	LUAD
TCGA-75-6205-01	DNA methylation	0.16504277716697627	LUAD
TCGA-75-6206-01	DNA methylation	0.006065890738143079	LUAD
TCGA-75-6207-01	DNA methylation	0.04347221695669207	LUAD
TCGA-75-6211-01	DNA methylation	0.017186690424738724	LUAD
TCGA-75-6212-01	DNA methylation	0.017186690424738724	LUAD
TCGA-75-6214-01	DNA methylation	0.013648254160821929	LUAD
TCGA-75-7027-01	DNA methylation	0.02805474466391174	LUAD
TCGA-75-7030-01	DNA methylation	0.015417472292780326	LUAD
TCGA-75-7031-01	DNA methylation	0.2823166647710758	LUAD
TCGA-78-7143-01	DNA methylation	0.008340599764946735	LUAD
TCGA-78-7145-01	DNA methylation	0.012131781476286158	LUAD
TCGA-78-7146-01	DNA methylation	0.007835108870101477	LUAD
TCGA-78-7147-01	DNA methylation	0.004549418053607309	LUAD
TCGA-78-7148-01	DNA methylation	0.02072512668865552	LUAD
TCGA-78-7149-01	DNA methylation	0.003285690816494168	LUAD
TCGA-78-7150-01	DNA methylation	0.007329617975256221	LUAD
TCGA-78-7152-01	DNA methylation	0.005560399843297823	LUAD
TCGA-78-7153-01	DNA methylation	0.0068241270804109645	LUAD
TCGA-78-7154-01	DNA methylation	0.004802163501029938	LUAD
TCGA-78-7155-01	DNA methylation	0.03462612629690008	LUAD
TCGA-78-7156-01	DNA methylation	0.005560399843297823	LUAD
TCGA-78-7158-01	DNA methylation	0.009857072449482505	LUAD
TCGA-78-7159-01	DNA methylation	0.013900999608244556	LUAD
TCGA-78-7160-01	DNA methylation	0.004549418053607309	LUAD
TCGA-78-7161-01	DNA methylation	0.014406490503089814	LUAD
TCGA-78-7162-01	DNA methylation	0.3321075179133336	LUAD
TCGA-78-7163-01	DNA methylation	0.01895590855669712	LUAD
TCGA-78-7166-01	DNA methylation	0.02072512668865552	LUAD
TCGA-78-7167-01	DNA methylation	0.2552729018968546	LUAD
TCGA-78-7535-01	DNA methylation	0.32882182709683944	LUAD
TCGA-78-7536-01	DNA methylation	0.10312014254843234	LUAD
TCGA-78-7537-01	DNA methylation	0.6419734364534759	LUAD
TCGA-78-7539-01	DNA methylation	0.32882182709683944	LUAD
TCGA-78-7540-01	DNA methylation	0.011120799686595646	LUAD
TCGA-78-7542-01	DNA methylation	0.06824127080410965	LUAD
TCGA-78-7633-01	DNA methylation	0.02527454474226283	LUAD
TCGA-78-8662-01	DNA methylation	0.007329617975256221	LUAD
TCGA-80-5607-01	DNA methylation	0.1000871971793608	LUAD
TCGA-80-5608-01	DNA methylation	0.14153745055667186	LUAD
TCGA-80-5611-01	DNA methylation	0.06318636185565707	LUAD
TCGA-83-5908-01	DNA methylation	0.013142763265976671	LUAD
TCGA-86-6562-01	DNA methylation	0.2044710669649063	LUAD
TCGA-86-6851-01	DNA methylation	0.05964792559174027	LUAD
TCGA-86-7701-01	DNA methylation	0.0068241270804109645	LUAD
TCGA-86-7711-01	DNA methylation	0.17186690424738724	LUAD
TCGA-86-7713-01	DNA methylation	0.7567198695833491	LUAD
TCGA-86-7953-01	DNA methylation	0.01592296318762558	LUAD
TCGA-86-7954-01	DNA methylation	0.010615308791750388	LUAD
TCGA-86-7955-01	DNA methylation	0.01946139945154238	LUAD
TCGA-86-8054-01	DNA methylation	0.011626290581440902	LUAD
TCGA-86-8055-01	DNA methylation	0.009098836107214618	LUAD
TCGA-86-8056-01	DNA methylation	0.017692181319583982	LUAD
TCGA-86-8073-01	DNA methylation	0.007835108870101477	LUAD
TCGA-86-8074-01	DNA methylation	0.007329617975256221	LUAD
TCGA-86-8075-01	DNA methylation	0.008340599764946735	LUAD
TCGA-86-8076-01	DNA methylation	0.01036256334432776	LUAD
TCGA-86-8278-01	DNA methylation	0.0133955087133993	LUAD
TCGA-86-8279-01	DNA methylation	0.02552729018968546	LUAD
TCGA-86-8280-01	DNA methylation	0.010868054239173017	LUAD
TCGA-86-8281-01	DNA methylation	0.014153745055667185	LUAD
TCGA-86-8358-01	DNA methylation	0.013142763265976671	LUAD
TCGA-86-8359-01	DNA methylation	0.0030329453690715394	LUAD
TCGA-86-8585-01	DNA methylation	0.012131781476286158	LUAD
TCGA-86-8668-01	DNA methylation	0.005054908948452566	LUAD
TCGA-86-8669-01	DNA methylation	0.008087854317524106	LUAD
TCGA-86-8671-01	DNA methylation	0.0070768725278335925	LUAD
TCGA-86-8673-01	DNA methylation	0.0075823634226788485	LUAD
TCGA-86-A456-01	DNA methylation	0.016175708635048212	LUAD
TCGA-86-A4D0-01	DNA methylation	0.02552729018968546	LUAD
TCGA-86-A4JF-01	DNA methylation	0.0070768725278335925	LUAD
TCGA-86-A4P7-01	DNA methylation	0.008087854317524106	LUAD
TCGA-86-A4P8-01	DNA methylation	0.008340599764946735	LUAD
TCGA-91-6828-01	DNA methylation	0.016175708635048212	LUAD
TCGA-91-6829-01	DNA methylation	0.028812981006179628	LUAD
TCGA-91-6830-01	DNA methylation	0.2547674110020093	LUAD
TCGA-91-6831-01	DNA methylation	0.021230617583500776	LUAD
TCGA-91-6835-01	DNA methylation	0.04069201703504316	LUAD
TCGA-91-6836-01	DNA methylation	0.027296508321643858	LUAD
TCGA-91-6840-01	DNA methylation	0.009351581554637247	LUAD
TCGA-91-6847-01	DNA methylation	0.12435076013193312	LUAD
TCGA-91-6848-01	DNA methylation	0.09958170628451554	LUAD
TCGA-91-6849-01	DNA methylation	0.015417472292780326	LUAD
TCGA-91-7771-01	DNA methylation	0.007835108870101477	LUAD
TCGA-91-8496-01	DNA methylation	0.006571381632988336	LUAD
TCGA-91-8497-01	DNA methylation	0.011120799686595646	LUAD
TCGA-91-8499-01	DNA methylation	0.011626290581440902	LUAD
TCGA-91-A4BC-01	DNA methylation	0.010868054239173017	LUAD
TCGA-91-A4BD-01	DNA methylation	0.010109817896905132	LUAD
TCGA-93-7348-01	DNA methylation	0.008340599764946735	LUAD
TCGA-93-A4JN-01	DNA methylation	0.0075823634226788485	LUAD
TCGA-93-A4JO-01	DNA methylation	0.006065890738143079	LUAD
TCGA-93-A4JP-01	DNA methylation	0.0068241270804109645	LUAD
TCGA-93-A4JQ-01	DNA methylation	0.006571381632988336	LUAD
TCGA-95-7039-01	DNA methylation	0.04675790777318624	LUAD
TCGA-95-7043-01	DNA methylation	0.12131781476286158	LUAD
TCGA-95-7567-01	DNA methylation	0.028812981006179628	LUAD
TCGA-95-7944-01	DNA methylation	0.01642845408247084	LUAD
TCGA-95-7947-01	DNA methylation	0.01187903602886353	LUAD
TCGA-95-7948-01	DNA methylation	0.012131781476286158	LUAD
TCGA-95-A4VK-01	DNA methylation	0.03462612629690008	LUAD
TCGA-95-A4VN-01	DNA methylation	0.0535820348535972	LUAD
TCGA-95-A4VP-01	DNA methylation	0.042208489719578926	LUAD
TCGA-97-7546-01	DNA methylation	0.009351581554637247	LUAD
TCGA-97-7552-01	DNA methylation	0.011626290581440902	LUAD
TCGA-97-7553-01	DNA methylation	0.004043927158762053	LUAD
TCGA-97-7554-01	DNA methylation	0.007835108870101477	LUAD
TCGA-97-7937-01	DNA methylation	0.012637272371131415	LUAD
TCGA-97-7938-01	DNA methylation	0.01971414489896501	LUAD
TCGA-97-7941-01	DNA methylation	0.018450417661851865	LUAD
TCGA-97-8179-01	DNA methylation	0.006065890738143079	LUAD
TCGA-97-A4M0-01	DNA methylation	0.008593345212369362	LUAD
TCGA-97-A4M2-01	DNA methylation	0.0070768725278335925	LUAD
TCGA-97-A4M5-01	DNA methylation	0.011626290581440902	LUAD
TCGA-97-A4M6-01	DNA methylation	0.009098836107214618	LUAD
TCGA-97-A4M7-01	DNA methylation	0.006318636185565708	LUAD
TCGA-99-7458-01	DNA methylation	0.010615308791750388	LUAD
TCGA-99-8028-01	DNA methylation	0.008087854317524106	LUAD
TCGA-J2-8192-01	DNA methylation	0.008087854317524106	LUAD
TCGA-J2-8194-01	DNA methylation	0.009857072449482505	LUAD
TCGA-J2-A4AD-01	DNA methylation	0.010868054239173017	LUAD
TCGA-J2-A4AG-01	DNA methylation	0.02375807205772706	LUAD
TCGA-L4-A4E5-01	DNA methylation	0.008340599764946735	LUAD
TCGA-L4-A4E6-01	DNA methylation	0.0068241270804109645	LUAD
TCGA-L9-A443-01	DNA methylation	0.01036256334432776	LUAD
TCGA-L9-A444-01	DNA methylation	0.021988853925768662	LUAD
TCGA-L9-A50W-01	DNA methylation	0.009098836107214618	LUAD
TCGA-L9-A5IP-01	DNA methylation	0.11803212394636742	LUAD
TCGA-L9-A743-01	DNA methylation	0.004296672606184681	LUAD
TCGA-L9-A7SV-01	DNA methylation	0.013648254160821929	LUAD
TCGA-L9-A8F4-01	DNA methylation	0.005054908948452566	LUAD
TCGA-MN-A4N1-01	DNA methylation	0.009604327002059876	LUAD
TCGA-MN-A4N4-01	DNA methylation	0.0075823634226788485	LUAD
TCGA-MP-A4SV-01	DNA methylation	0.011373545134018274	LUAD
TCGA-MP-A4SW-01	DNA methylation	0.008340599764946735	LUAD
TCGA-MP-A4SY-01	DNA methylation	0.021483363030923405	LUAD
TCGA-MP-A4T4-01	DNA methylation	0.06293361640823444	LUAD
TCGA-MP-A4T6-01	DNA methylation	0.41475527922053307	LUAD
TCGA-MP-A4T7-01	DNA methylation	0.005813145290720451	LUAD
TCGA-MP-A4T8-01	DNA methylation	0.008593345212369362	LUAD
TCGA-MP-A4T9-01	DNA methylation	0.01668119952989347	LUAD
TCGA-MP-A4TA-01	DNA methylation	0.010109817896905132	LUAD
TCGA-MP-A4TC-01	DNA methylation	0.007835108870101477	LUAD
TCGA-MP-A4TD-01	DNA methylation	0.4046454613236279	LUAD
TCGA-MP-A4TE-01	DNA methylation	0.15847139553398795	LUAD
TCGA-MP-A4TF-01	DNA methylation	0.11980134207832582	LUAD
TCGA-MP-A4TH-01	DNA methylation	0.049032616799989895	LUAD
TCGA-MP-A4TI-01	DNA methylation	0.010615308791750388	LUAD
TCGA-MP-A4TJ-01	DNA methylation	0.05231830761648406	LUAD
TCGA-MP-A4TK-01	DNA methylation	0.005054908948452566	LUAD
TCGA-MP-A5C7-01	DNA methylation	0.009351581554637247	LUAD
TCGA-NJ-A4YF-01	DNA methylation	0.037659071665971613	LUAD
TCGA-NJ-A4YG-01	DNA methylation	0.023505326610304432	LUAD
TCGA-NJ-A4YI-01	DNA methylation	0.011626290581440902	LUAD
TCGA-NJ-A55A-01	DNA methylation	0.029065726453602253	LUAD
TCGA-NJ-A55O-01	DNA methylation	0.2565366291339677	LUAD
TCGA-NJ-A55R-01	DNA methylation	0.17464710416903614	LUAD
TCGA-NJ-A7XG-01	DNA methylation	0.004549418053607309	LUAD
TCGA-O1-A52J-01	DNA methylation	0.08568070667627099	LUAD
TCGA-S2-AA1A-01	DNA methylation	0.008846090659791991	LUAD
TCGA-18-4721-01	DNA methylation	0.0849224703340031	LUSC
TCGA-18-5592-01	DNA methylation	0.01187903602886353	LUSC
TCGA-21-5782-01	DNA methylation	0.22747090268036546	LUSC
TCGA-21-5784-01	DNA methylation	0.08340599764946734	LUSC
TCGA-21-5786-01	DNA methylation	0.012384526923708786	LUSC
TCGA-21-5787-01	DNA methylation	0.06141714372369868	LUSC
TCGA-22-4605-01	DNA methylation	0.006318636185565708	LUSC
TCGA-22-4609-01	DNA methylation	0.004802163501029938	LUSC
TCGA-22-5471-01	DNA methylation	0.0075823634226788485	LUSC
TCGA-22-5472-01	DNA methylation	0.01592296318762558	LUSC
TCGA-22-5473-01	DNA methylation	0.03437338084947745	LUSC
TCGA-22-5474-01	DNA methylation	0.021483363030923405	LUSC
TCGA-22-5477-01	DNA methylation	0.06470283454019285	LUSC
TCGA-22-5478-01	DNA methylation	0.021988853925768662	LUSC
TCGA-22-5479-01	DNA methylation	0.010109817896905132	LUSC
TCGA-22-5480-01	DNA methylation	0.011626290581440902	LUSC
TCGA-22-5482-01	DNA methylation	0.023505326610304432	LUSC
TCGA-22-5483-01	DNA methylation	0.03134043548040591	LUSC
TCGA-22-5485-01	DNA methylation	0.03816456256081687	LUSC
TCGA-22-5489-01	DNA methylation	0.02072512668865552	LUSC
TCGA-22-5491-01	DNA methylation	0.01036256334432776	LUSC
TCGA-22-5492-01	DNA methylation	0.0075823634226788485	LUSC
TCGA-22-A5C4-01	DNA methylation	0.007835108870101477	LUSC
TCGA-33-4566-01	DNA methylation	0.23277855707624068	LUSC
TCGA-33-4582-01	DNA methylation	0.010615308791750388	LUSC
TCGA-33-4586-01	DNA methylation	0.0821422704123542	LUSC
TCGA-33-4589-01	DNA methylation	0.017186690424738724	LUSC
TCGA-33-6738-01	DNA methylation	0.008846090659791991	LUSC
TCGA-33-A4WN-01	DNA methylation	0.026285526531953343	LUSC
TCGA-33-A5GW-01	DNA methylation	0.006065890738143079	LUSC
TCGA-33-AASB-01	DNA methylation	0.11752663305152217	LUSC
TCGA-33-AASD-01	DNA methylation	0.12384526923708786	LUSC
TCGA-33-AASI-01	DNA methylation	0.6819072171462511	LUSC
TCGA-33-AASJ-01	DNA methylation	0.2757452831380875	LUSC
TCGA-34-5231-01	DNA methylation	0.2883825555092189	LUSC
TCGA-34-5232-01	DNA methylation	0.2251961936535618	LUSC
TCGA-34-5234-01	DNA methylation	0.0652083254350381	LUSC
TCGA-34-5236-01	DNA methylation	0.3743160076329125	LUSC
TCGA-34-5239-01	DNA methylation	0.01592296318762558	LUSC
TCGA-34-5241-01	DNA methylation	0.07708736146390163	LUSC
TCGA-34-5927-01	DNA methylation	0.16681199529893467	LUSC
TCGA-34-5928-01	DNA methylation	0.09402130644121773	LUSC
TCGA-34-5929-01	DNA methylation	0.03412063540205482	LUSC
TCGA-34-7107-01	DNA methylation	0.008593345212369362	LUSC
TCGA-34-8454-01	DNA methylation	0.032351417270096425	LUSC
TCGA-34-8455-01	DNA methylation	0.014153745055667185	LUSC
TCGA-34-8456-01	DNA methylation	0.07784559780616952	LUSC
TCGA-34-A5IX-01	DNA methylation	0.008087854317524106	LUSC
TCGA-37-5819-01	DNA methylation	0.02957121734844751	LUSC
TCGA-37-A5EL-01	DNA methylation	0.003285690816494168	LUSC
TCGA-37-A5EN-01	DNA methylation	0.004043927158762053	LUSC
TCGA-39-5011-01	DNA methylation	0.028812981006179628	LUSC
TCGA-39-5016-01	DNA methylation	0.09680150636286664	LUSC
TCGA-39-5019-01	DNA methylation	0.239349938709229	LUSC
TCGA-39-5021-01	DNA methylation	0.030329453690715394	LUSC
TCGA-39-5022-01	DNA methylation	0.03791181711339424	LUSC
TCGA-39-5024-01	DNA methylation	0.10413112433812287	LUSC
TCGA-39-5027-01	DNA methylation	0.016175708635048212	LUSC
TCGA-39-5028-01	DNA methylation	0.027043762874221226	LUSC
TCGA-39-5029-01	DNA methylation	0.024769053847417573	LUSC
TCGA-39-5030-01	DNA methylation	0.017186690424738724	LUSC
TCGA-39-5031-01	DNA methylation	0.018703163109274494	LUSC
TCGA-39-5034-01	DNA methylation	0.017439435872161353	LUSC
TCGA-39-5035-01	DNA methylation	0.29343746445767144	LUSC
TCGA-39-5037-01	DNA methylation	0.02805474466391174	LUSC
TCGA-39-5040-01	DNA methylation	0.004549418053607309	LUSC
TCGA-43-5668-01	DNA methylation	0.01946139945154238	LUSC
TCGA-43-5670-01	DNA methylation	0.0070768725278335925	LUSC
TCGA-43-6143-01	DNA methylation	0.08062579772781843	LUSC
TCGA-43-6770-01	DNA methylation	0.24971250205355677	LUSC
TCGA-43-6771-01	DNA methylation	0.04069201703504316	LUSC
TCGA-43-7656-01	DNA methylation	0.018703163109274494	LUSC
TCGA-43-7658-01	DNA methylation	0.009857072449482505	LUSC
TCGA-43-8115-01	DNA methylation	0.009351581554637247	LUSC
TCGA-43-8118-01	DNA methylation	0.012890017818554042	LUSC
TCGA-43-A474-01	DNA methylation	0.11373545134018273	LUSC
TCGA-43-A475-01	DNA methylation	0.05838419835462713	LUSC
TCGA-43-A56V-01	DNA methylation	0.0075823634226788485	LUSC
TCGA-46-6025-01	DNA methylation	0.41576626101022357	LUSC
TCGA-46-6026-01	DNA methylation	0.02401081750514969	LUSC
TCGA-52-7810-01	DNA methylation	0.0070768725278335925	LUSC
TCGA-52-7811-01	DNA methylation	0.01642845408247084	LUSC
TCGA-52-7812-01	DNA methylation	0.006318636185565708	LUSC
TCGA-56-5897-01	DNA methylation	0.1561966865071843	LUSC
TCGA-56-5898-01	DNA methylation	0.008340599764946735	LUSC
TCGA-56-6545-01	DNA methylation	0.35611833541848326	LUSC
TCGA-56-6546-01	DNA methylation	0.015670217740202955	LUSC
TCGA-56-7221-01	DNA methylation	0.28560235558756997	LUSC
TCGA-56-7222-01	DNA methylation	0.01592296318762558	LUSC
TCGA-56-7730-01	DNA methylation	0.005813145290720451	LUSC
TCGA-56-8083-01	DNA methylation	0.006571381632988336	LUSC
TCGA-56-8309-01	DNA methylation	0.013648254160821929	LUSC
TCGA-56-A4BX-01	DNA methylation	0.07405441609483009	LUSC
TCGA-56-A5DS-01	DNA methylation	0.0070768725278335925	LUSC
TCGA-58-8386-01	DNA methylation	0.008087854317524106	LUSC
TCGA-58-8388-01	DNA methylation	0.012384526923708786	LUSC
TCGA-58-8391-01	DNA methylation	0.008846090659791991	LUSC
TCGA-58-8392-01	DNA methylation	0.1089332878391528	LUSC
TCGA-58-8393-01	DNA methylation	0.019966890346387635	LUSC
