sample_id	PC1	PC2	PC3	subtype
TCGA-05-4384-01	-5.764028122530535	-1.1295432171025015	7.001684026768328	LUAD
TCGA-05-4396-01	-7.340885788164717	-1.6436604059767184	2.481004063855642	LUAD
TCGA-05-4405-01	-8.75311834085325	-1.8245386379766546	2.3625706228573367	LUAD
TCGA-05-4410-01	-6.573700904298798	-1.5995830133294033	2.7218841879400526	LUAD
TCGA-05-4417-01	-3.9062537664046855	-1.0423088444377988	0.3944464002839394	LUAD
TCGA-05-4427-01	-4.811048860514926	-1.0426455702432733	-4.265356693746127	LUAD
TCGA-05-5423-01	-6.647855283209793	0.22764419961817786	4.1464755105661295	LUAD
TCGA-05-5425-01	-1.2894977940717218	-4.814271625418039	1.6513675920890378	LUAD
TCGA-05-5429-01	-4.619887264358943	-1.4060482691447336	2.526683582662087	LUAD
TCGA-05-5715-01	-0.6930676383118407	0.9181568138903664	-4.144490837203303	LUAD
TCGA-35-5375-01	-1.4408710248297796	-3.8897253759226382	-3.3146652577075426	LUAD
TCGA-38-6178-01	-6.9062322466890835	0.010388318162581268	2.5754822155137003	LUAD
TCGA-38-A44F-01	1.7383073706084877	5.351684004747654	8.07697942742764	LUAD
TCGA-44-2656-01	-5.610363862285328	0.7325912367956208	3.946158736395954	LUAD
TCGA-44-2665-01	-2.4032491259035225	-2.3295658048403665	2.0944251565096508	LUAD
TCGA-44-2668-01	4.482113553794085	-8.633534586509215	0.8991540539494389	LUAD
TCGA-44-3918-01	-6.5062774644418315	0.18928416619429816	2.746599121267456	LUAD
TCGA-44-4112-01	-4.2145548807606295	-3.4372182060674676	0.6177946826639655	LUAD
TCGA-44-5643-01	0.4034914849069316	-0.5551969173765187	-9.372116942981538	LUAD
TCGA-44-5644-01	-1.7139092485639522	-3.9732494074844467	-3.988259116868053	LUAD
TCGA-44-5645-01	-3.334149096574809	-2.187927442977762	7.718084132837915	LUAD
TCGA-44-6145-01	-4.026111481649296	-2.701668176257841	0.7533434198433723	LUAD
