sample_id	layer	sample_mean	sample_sd	sample_missing_percent	subtype
TCGA-55-6981-01	mRNA	2928.65028344	5971.376733498391	0	LUAD
TCGA-55-6982-01	mRNA	3483.58855664	10432.920187702593	0	LUAD
TCGA-55-7573-01	mRNA	2954.0739336799998	9571.174920017796	0	LUAD
TCGA-55-7574-01	mRNA	3041.5260174200002	9417.759146214807	0	LUAD
TCGA-55-7728-01	mRNA	3143.15181608	8925.034334861424	0	LUAD
TCGA-55-7815-01	mRNA	3237.9794822	13734.420975703631	0	LUAD
TCGA-55-7910-01	mRNA	2921.0686572600002	8345.669829285056	0	LUAD
TCGA-55-7911-01	mRNA	3041.27042224	7710.904566347167	0	LUAD
TCGA-55-8505-01	mRNA	3053.985613	6732.378789009803	0	LUAD
TCGA-55-8506-01	mRNA	3074.59146236	8780.707391693288	0	LUAD
TCGA-55-8507-01	mRNA	2831.8061764	7131.25190899562	0	LUAD
TCGA-55-8620-01	mRNA	2705.65062218	8048.874597077248	0	LUAD
TCGA-55-A494-01	mRNA	2809.0186568	5948.6776185086055	0	LUAD
TCGA-62-8394-01	mRNA	2861.873125	6649.572691110003	0	LUAD
TCGA-62-8395-01	mRNA	2815.8169259	9672.266221182597	0	LUAD
TCGA-62-8398-01	mRNA	3186.12803466	7487.118721752132	0	LUAD
TCGA-62-A46O-01	mRNA	2759.51371516	5495.2515071944345	0	LUAD
TCGA-62-A46P-01	mRNA	3267.95606552	16481.387987557868	0	LUAD
TCGA-62-A46R-01	mRNA	2558.66834012	5536.181055418733	0	LUAD
TCGA-62-A46S-01	mRNA	3083.05216824	9519.550839142226	0	LUAD
TCGA-62-A46V-01	mRNA	3003.7711111	7878.621202231428	0	LUAD
TCGA-62-A471-01	mRNA	3106.4595429	6237.398568806951	0	LUAD
TCGA-64-1679-01	mRNA	3528.92474132	10022.113975737544	0	LUAD
TCGA-64-1681-01	mRNA	3238.98646824	7675.866419093434	0	LUAD
TCGA-64-5774-01	mRNA	2932.9168603	9299.407570648147	0	LUAD
TCGA-64-5778-01	mRNA	3305.09774108	8879.228349374169	0	LUAD
TCGA-64-5779-01	mRNA	2966.51341096	16873.568436821704	0	LUAD
TCGA-64-5781-01	mRNA	3555.62452838	9500.08015713536	0	LUAD
TCGA-64-5815-01	mRNA	3746.93983598	12278.973897652088	0	LUAD
