model_label	FPR	TPR
Early fusion + Elastic Net	0.0031645569620253333	0.19123505976095617
Early fusion + Elastic Net	0.0031645569620253333	0.1952191235059761
Early fusion + Elastic Net	0.0031645569620253333	0.199203187250996
Early fusion + Elastic Net	0.0031645569620253333	0.20318725099601595
Early fusion + Elastic Net	0.0031645569620253333	0.20717131474103587
Early fusion + Elastic Net	0.0031645569620253333	0.21115537848605578
Early fusion + Elastic Net	0.0031645569620253333	0.2151394422310757
Early fusion + Elastic Net	0.0031645569620253333	0.21912350597609562
Early fusion + Elastic Net	0.0031645569620253333	0.22310756972111553
Early fusion + Elastic Net	0.0031645569620253333	0.22709163346613545
Early fusion + Elastic Net	0.0031645569620253333	0.23107569721115537
Early fusion + Elastic Net	0.0031645569620253333	0.2350597609561753
Early fusion + Elastic Net	0.0031645569620253333	0.23904382470119523
Early fusion + Elastic Net	0.0031645569620253333	0.24302788844621515
Early fusion + Elastic Net	0.0031645569620253333	0.24701195219123506
Early fusion + Elastic Net	0.0031645569620253333	0.250996015936255
Early fusion + Elastic Net	0.0031645569620253333	0.2549800796812749
Early fusion + Elastic Net	0.0031645569620253333	0.2589641434262948
Early fusion + Elastic Net	0.0031645569620253333	0.26294820717131473
Early fusion + Elastic Net	0.0031645569620253333	0.26693227091633465
Early fusion + Elastic Net	0.0031645569620253333	0.27091633466135456
Early fusion + Elastic Net	0.0031645569620253333	0.2749003984063745
Early fusion + Elastic Net	0.0031645569620253333	0.2788844621513944
Early fusion + Elastic Net	0.0031645569620253333	0.28286852589641437
Early fusion + Elastic Net	0.0031645569620253333	0.2868525896414343
Early fusion + Elastic Net	0.0031645569620253333	0.2908366533864542
Early fusion + Elastic Net	0.0031645569620253333	0.2948207171314741
Early fusion + Elastic Net	0.0031645569620253333	0.29880478087649404
Early fusion + Elastic Net	0.0031645569620253333	0.30278884462151395
Early fusion + Elastic Net	0.0031645569620253333	0.30677290836653387
Early fusion + Elastic Net	0.0031645569620253333	0.3107569721115538
Early fusion + Elastic Net	0.0031645569620253333	0.3147410358565737
Early fusion + Elastic Net	0.0031645569620253333	0.3187250996015936
Early fusion + Elastic Net	0.0031645569620253333	0.32270916334661354
Early fusion + Elastic Net	0.0031645569620253333	0.32669322709163345
Early fusion + Elastic Net	0.0031645569620253333	0.33067729083665337
Early fusion + Elastic Net	0.0031645569620253333	0.3346613545816733
Early fusion + Elastic Net	0.0031645569620253333	0.3386454183266932
Early fusion + Elastic Net	0.0031645569620253333	0.3426294820717131
Early fusion + Elastic Net	0.0031645569620253333	0.3466135458167331
Early fusion + Elastic Net	0.0031645569620253333	0.350597609561753
Early fusion + Elastic Net	0.0031645569620253333	0.3545816733067729
Early fusion + Elastic Net	0.0031645569620253333	0.35856573705179284
Early fusion + Elastic Net	0.0031645569620253333	0.36254980079681276
Early fusion + Elastic Net	0.0031645569620253333	0.3665338645418327
Early fusion + Elastic Net	0.0031645569620253333	0.3705179282868526
Early fusion + Elastic Net	0.0031645569620253333	0.3745019920318725
Early fusion + Elastic Net	0.0031645569620253333	0.3784860557768924
Early fusion + Elastic Net	0.0031645569620253333	0.38247011952191234
Early fusion + Elastic Net	0.0031645569620253333	0.38645418326693226
Early fusion + Elastic Net	0.0031645569620253333	0.3904382470119522
Early fusion + Elastic Net	0.0031645569620253333	0.3944223107569721
Early fusion + Elastic Net	0.0031645569620253333	0.398406374501992
Early fusion + Elastic Net	0.0031645569620253333	0.40239043824701193
Early fusion + Elastic Net	0.0031645569620253333	0.4063745019920319
Early fusion + Elastic Net	0.0031645569620253333	0.4103585657370518
Early fusion + Elastic Net	0.0031645569620253333	0.41434262948207173
Early fusion + Elastic Net	0.0031645569620253333	0.41832669322709165
Early fusion + Elastic Net	0.0031645569620253333	0.42231075697211157
Early fusion + Elastic Net	0.0031645569620253333	0.4262948207171315
Early fusion + Elastic Net	0.0031645569620253333	0.4302788844621514
Early fusion + Elastic Net	0.0031645569620253333	0.4342629482071713
Early fusion + Elastic Net	0.0031645569620253333	0.43824701195219123
Early fusion + Elastic Net	0.0031645569620253333	0.44223107569721115
Early fusion + Elastic Net	0.0031645569620253333	0.44621513944223107
Early fusion + Elastic Net	0.0031645569620253333	0.450199203187251
Early fusion + Elastic Net	0.0031645569620253333	0.4541832669322709
Early fusion + Elastic Net	0.0031645569620253333	0.4581673306772908
Early fusion + Elastic Net	0.0031645569620253333	0.46215139442231074
Early fusion + Elastic Net	0.0031645569620253333	0.46613545816733065
Early fusion + Elastic Net	0.0031645569620253333	0.4701195219123506
Early fusion + Elastic Net	0.0031645569620253333	0.47410358565737054
Early fusion + Elastic Net	0.0031645569620253333	0.47808764940239046
Early fusion + Elastic Net	0.0031645569620253333	0.4820717131474104
Early fusion + Elastic Net	0.0031645569620253333	0.4860557768924303
Early fusion + Elastic Net	0.0031645569620253333	0.4900398406374502
Early fusion + Elastic Net	0.0031645569620253333	0.4940239043824701
Early fusion + Elastic Net	0.0031645569620253333	0.49800796812749004
Early fusion + Elastic Net	0.0031645569620253333	0.50199203187251
Early fusion + Elastic Net	0.0031645569620253333	0.5059760956175299
Early fusion + Elastic Net	0.0031645569620253333	0.5099601593625498
Early fusion + Elastic Net	0.0031645569620253333	0.5139442231075697
Early fusion + Elastic Net	0.0031645569620253333	0.5179282868525896
Early fusion + Elastic Net	0.0031645569620253333	0.5219123505976095
Early fusion + Elastic Net	0.0031645569620253333	0.5258964143426295
