layer	model	FPR	TPR
mRNA	Elastic Net	0.0031645569620253333	0.4581673306772908
mRNA	Elastic Net	0.0031645569620253333	0.46215139442231074
mRNA	Elastic Net	0.0031645569620253333	0.46613545816733065
mRNA	Elastic Net	0.0031645569620253333	0.4701195219123506
mRNA	Elastic Net	0.0031645569620253333	0.47410358565737054
mRNA	Elastic Net	0.0031645569620253333	0.47808764940239046
mRNA	Elastic Net	0.0031645569620253333	0.4820717131474104
mRNA	Elastic Net	0.0031645569620253333	0.4860557768924303
mRNA	Elastic Net	0.0031645569620253333	0.4900398406374502
mRNA	Elastic Net	0.0031645569620253333	0.4940239043824701
mRNA	Elastic Net	0.0031645569620253333	0.49800796812749004
mRNA	Elastic Net	0.0031645569620253333	0.50199203187251
mRNA	Elastic Net	0.0031645569620253333	0.5059760956175299
mRNA	Elastic Net	0.0031645569620253333	0.5099601593625498
mRNA	Elastic Net	0.0031645569620253333	0.5139442231075697
mRNA	Elastic Net	0.0031645569620253333	0.5179282868525896
mRNA	Elastic Net	0.0031645569620253333	0.5219123505976095
mRNA	Elastic Net	0.0031645569620253333	0.5258964143426295
mRNA	Elastic Net	0.0031645569620253333	0.5298804780876494
mRNA	Elastic Net	0.0031645569620253333	0.5338645418326693
mRNA	Elastic Net	0.0031645569620253333	0.5378486055776892
mRNA	Elastic Net	0.0031645569620253333	0.5418326693227091
mRNA	Elastic Net	0.0031645569620253333	0.545816733067729
mRNA	Elastic Net	0.0031645569620253333	0.549800796812749
mRNA	Elastic Net	0.0031645569620253333	0.5537848605577689
mRNA	Elastic Net	0.0031645569620253333	0.5577689243027888
mRNA	Elastic Net	0.0031645569620253333	0.5617529880478087
mRNA	Elastic Net	0.0031645569620253333	0.5657370517928287
mRNA	Elastic Net	0.0031645569620253333	0.5697211155378487
mRNA	Elastic Net	0.0031645569620253333	0.5737051792828686
mRNA	Elastic Net	0.0031645569620253333	0.5776892430278885
mRNA	Elastic Net	0.0031645569620253333	0.5816733067729084
mRNA	Elastic Net	0.0031645569620253333	0.5856573705179283
mRNA	Elastic Net	0.0031645569620253333	0.5896414342629482
mRNA	Elastic Net	0.0031645569620253333	0.5936254980079682
mRNA	Elastic Net	0.0031645569620253333	0.5976095617529881
mRNA	Elastic Net	0.0031645569620253333	0.601593625498008
mRNA	Elastic Net	0.0031645569620253333	0.6055776892430279
mRNA	Elastic Net	0.0031645569620253333	0.6095617529880478
mRNA	Elastic Net	0.0031645569620253333	0.6135458167330677
mRNA	Elastic Net	0.0031645569620253333	0.6175298804780877
mRNA	Elastic Net	0.0031645569620253333	0.6215139442231076
