layer	value
RPPA	1.077980372
RPPA	0.315813413
RPPA	-0.056113011
RPPA	-0.840072705
RPPA	-0.163061155
RPPA	-2.482966007
RPPA	-0.584344611
RPPA	0.199425899
RPPA	0.729727318
RPPA	2.043338184
RPPA	1.295795151
RPPA	1.011229967
RPPA	1.200224838
RPPA	0.272503552
RPPA	0.06048635
RPPA	-0.335039894
RPPA	0.328073203
RPPA	-1.636417113
RPPA	0.352479929
RPPA	-0.532434055
RPPA	-0.776656737
RPPA	-0.69638103
RPPA	0.128060868
RPPA	0.160041481
RPPA	-0.16933941
RPPA	-0.74275214
RPPA	1.612461199
RPPA	0.403636592
RPPA	-0.57741282
RPPA	-0.161761302
RPPA	-1.264990604
RPPA	-1.745562069
RPPA	0.177302802
RPPA	-2.059156863
RPPA	-0.799988772
RPPA	2.088747288
RPPA	-0.81298624
RPPA	-1.655942325
RPPA	1.638906724
RPPA	3.07665696
RPPA	-0.805830384
RPPA	0.315435441
RPPA	0.330760385
RPPA	-1.540254394
RPPA	-0.706382405
RPPA	0.533959385
RPPA	-0.659867932
RPPA	2.17913205
RPPA	-0.703162372
RPPA	0.567015072
RPPA	-0.795895627
RPPA	0.519663766
RPPA	-0.557553322
RPPA	-0.487739185
RPPA	0.062860114
RPPA	0.497486447
RPPA	-0.45894381
RPPA	0.344922238
RPPA	-0.777366763
RPPA	1.026752362
RPPA	-0.902933366
RPPA	0.575449723
RPPA	-0.541732041
RPPA	0.432521865
RPPA	2.498594621
RPPA	-0.580912973
RPPA	0.594276797
RPPA	-1.726475775
RPPA	-0.320221342
RPPA	-0.759661525
RPPA	-0.203874343
RPPA	1.679144139
RPPA	0.733048223
RPPA	-1.021006365
RPPA	0.279379268
RPPA	0.69499137
RPPA	0.549051651
RPPA	-0.61656644
RPPA	1.710472915
RPPA	1.434277623
RPPA	-0.990832219
RPPA	0.507757324
RPPA	0.492135453
RPPA	-0.698598101
RPPA	-0.456658275
RPPA	0.123630097
RPPA	-2.703227167
RPPA	2.372238517
RPPA	-0.22084181
RPPA	-0.628121673
RPPA	0.001512084
RPPA	-1.0789137070000001
RPPA	-0.047959192
RPPA	0.549486711
RPPA	-0.154438368
RPPA	-0.651324818
RPPA	-0.87504397
RPPA	-0.781527274
RPPA	0.095908172
RPPA	-0.49109032
RPPA	0.561091355
RPPA	-1.339279919
RPPA	0.132840461
RPPA	2.166795804
RPPA	-1.522842107
RPPA	-0.526157816
RPPA	-1.243725432
RPPA	0.955675624
RPPA	3.222014853
RPPA	1.759901854
RPPA	0.079698205
RPPA	-0.005577298
RPPA	1.592968591
RPPA	-1.347716539
RPPA	1.077319743
RPPA	-0.157109275
RPPA	0.900560243
RPPA	3.332729761
RPPA	-0.232709964
RPPA	-0.770126099
RPPA	0.135625732
RPPA	0.084421617
RPPA	0.635141286
RPPA	0.822939285
RPPA	-0.478499841
RPPA	-0.045805495
RPPA	-0.172212838
RPPA	0.271117696
RPPA	1.748438499
RPPA	-0.489240382
RPPA	-0.603340236
RPPA	0.032976419
RPPA	1.163625962
RPPA	-1.742469991
RPPA	-0.847634191
RPPA	0.647426095
RPPA	-1.052883652
RPPA	1.009775163
RPPA	1.613394402
RPPA	-0.099464412
RPPA	0.569946595
RPPA	-1.170968606
RPPA	0.17541377
RPPA	-0.887689782
RPPA	0.965746727
RPPA	-0.471238314
RPPA	-0.586381075
RPPA	-1.909585256
RPPA	0.132015491
RPPA	-0.361536984
RPPA	0.400794815
RPPA	-0.011009032
RPPA	0.1630816
RPPA	-0.281900344
RPPA	1.382756731
RPPA	1.229324159
RPPA	-1.636331844
RPPA	-0.34832823
RPPA	0.350550236
RPPA	-2.025152035
RPPA	-0.253483336
RPPA	-0.108131871
RPPA	0.471956807
RPPA	0.475437743
RPPA	1.373767962
RPPA	0.380795354
RPPA	1.358603662
RPPA	-0.005409838
RPPA	-0.056903503
RPPA	-0.440808264
RPPA	-0.333793067
RPPA	1.728748622
RPPA	-1.64075137
RPPA	0.235801016
RPPA	0.029574956
RPPA	-1.242693479
RPPA	0.517763893
RPPA	1.27396678
RPPA	1.803946192
RPPA	0.525083888
RPPA	-0.099475299
RPPA	0.164164513
RPPA	0.282579182
RPPA	0.784861804
RPPA	1.396963538
RPPA	-0.148717706
RPPA	-0.9001284
RPPA	0.032532042
RPPA	-0.527807862
RPPA	-0.701774682
RPPA	0.29240301
RPPA	-1.151450343
RPPA	-0.060030901
RPPA	0.767418675
RPPA	1.753476466
RPPA	-0.877580913
RPPA	3.292553679
RPPA	1.74175716
RPPA	-0.439906742
RPPA	0.97139816
RPPA	2.726809882
RPPA	0.904906322
RPPA	0.612911708
RPPA	0.642717973
RPPA	-0.642204544
RPPA	0.375739029
RPPA	0.537140444
RPPA	0.475650517
RPPA	2.567471998
RPPA	-0.334081475
RPPA	1.66529149
RPPA	-2.162204804
RPPA	-0.29363614
RPPA	-0.238535318
RPPA	0.294010651
RPPA	-1.141879354
RPPA	1.841628578
RPPA	0.05999142
RPPA	0.792659937
RPPA	1.622691456
RPPA	0.816644455
RPPA	3.385048877
RPPA	-0.580588073
RPPA	0.219165811
RPPA	0.584680299
RPPA	0.363585786
RPPA	0.477883641
RPPA	0.902290167
RPPA	-0.885795353
RPPA	1.59310534
RPPA	0.756378438
RPPA	-0.097340929
RPPA	-1.393234546
RPPA	-1.363515041
RPPA	-0.034831559
RPPA	-0.450012598
RPPA	-1.082409443
RPPA	-0.038918464
RPPA	-0.919189417
RPPA	0.832695142
RPPA	-0.299686995
RPPA	0.334277715
RPPA	-1.085306122
RPPA	0.436397371
RPPA	-0.714263801
RPPA	0.273381415
RPPA	-0.78634468
RPPA	-0.693657124
RPPA	0.933334082
RPPA	-0.048056878
RPPA	-2.218256032
RPPA	0.630488758
RPPA	-1.011045027
RPPA	-1.985669237
RPPA	-0.237417787
RPPA	-0.333711824
RPPA	-1.189587719
RPPA	1.040494013
RPPA	-0.376510462
RPPA	-0.134055584
RPPA	0.439906002
RPPA	3.395293653
RPPA	-0.527561531
RPPA	0.768300879
RPPA	0.41012343
RPPA	-0.927605524
RPPA	1.549645953
RPPA	0.394928337
RPPA	0.852500763
RPPA	-1.190076198
RPPA	0.028294933
RPPA	0.286408947
RPPA	2.25744968
RPPA	-1.223786788
RPPA	0.163263326
RPPA	1.290361827
RPPA	1.937963933
RPPA	-0.616905332
RPPA	-0.225557267
RPPA	-0.047840014
RPPA	-1.19721104
RPPA	0.379160086
RPPA	-3.372532982
RPPA	-1.580204522
RPPA	-0.100380634
RPPA	0.50950703
RPPA	1.496107975
RPPA	0.277250956
RPPA	0.440205338
RPPA	0.0995041
RPPA	-0.693389403
RPPA	0.226103073
RPPA	-0.562706631
RPPA	-0.197410102
RPPA	-0.18762772
RPPA	-0.309584375
RPPA	-1.499322859
RPPA	-0.109909986
RPPA	0.213072365
RPPA	-0.206433912
RPPA	0.742924596
RPPA	-0.757008932
RPPA	-1.967632084
RPPA	-1.360416691
RPPA	-2.377844991
RPPA	-1.219711237
RPPA	-0.377737142
RPPA	0.301624557
RPPA	-2.964921832
RPPA	-0.444601097
RPPA	3.845252989
RPPA	-1.908279067
RPPA	-0.526725187
RPPA	0.771830506
RPPA	0.709881556
RPPA	0.374032593
RPPA	-2.804669603
RPPA	2.482467478
RPPA	0.125226174
RPPA	-1.121676338
RPPA	4.427271659
RPPA	-1.698864819
RPPA	0.644131721
RPPA	0.117185034
RPPA	-0.965088288
RPPA	-1.872387813
RPPA	-0.764004235
RPPA	0.768316404
RPPA	1.146244552
RPPA	-0.188463552
RPPA	-1.28544512
RPPA	-0.815235901
RPPA	-0.854684791
RPPA	0.601833559
RPPA	0.297550231
RPPA	-0.184434478
RPPA	-2.07037608
RPPA	-2.253055892
RPPA	-0.084826072
RPPA	0.669492108
RPPA	0.641275731
RPPA	2.187438115
RPPA	0.953575646
RPPA	-2.613717706
RPPA	-0.241421526
RPPA	0.047020567
RPPA	0.715134108
RPPA	1.593900571
RPPA	-0.416422483
RPPA	-0.975210803
RPPA	0.043831397
RPPA	1.427552919
RPPA	-1.116603392
RPPA	-0.813947532
RPPA	1.006788687
RPPA	-0.698824153
RPPA	0.45184458
RPPA	1.953329113
RPPA	-0.668584751
RPPA	-0.650058044
RPPA	-0.245367207
RPPA	-0.155298996
RPPA	0.704011986
RPPA	1.791928636
RPPA	-1.149840959
RPPA	-0.049526949
RPPA	0.159664472
RPPA	-1.044127017
RPPA	0.321425134
RPPA	2.27235675
RPPA	2.015934418
RPPA	0.502976729
RPPA	-0.289144886
RPPA	-0.578980532
RPPA	-0.901231453
RPPA	0.976149861
RPPA	0.640231362
RPPA	1.429633144
RPPA	0.360503365
RPPA	0.958481269
RPPA	2.107311584
RPPA	1.363932831
RPPA	0.107106207
RPPA	-0.767002176
RPPA	0.550740562
RPPA	-0.376975169
RPPA	0.397134271
RPPA	0.876639308
RPPA	-1.119032696
RPPA	-0.827353684
RPPA	0.697064909
RPPA	-1.95339427
RPPA	1.235090245
RPPA	-0.653319208
RPPA	-0.962410159
RPPA	-0.037881889
RPPA	0.428948315
RPPA	0.254391934
RPPA	1.057110681
RPPA	0.623625115
RPPA	0.144102185
RPPA	0.849670178
RPPA	2.298652025
RPPA	0.486974019
RPPA	-0.549838486
RPPA	0.43010955
RPPA	1.752755469
RPPA	-0.024540789
RPPA	0.946660587
RPPA	-1.015174894
RPPA	-0.89186898
RPPA	0.088703905
RPPA	0.526198542
RPPA	0.050259991
RPPA	-0.065391926
RPPA	0.166246322
RPPA	0.353228808
RPPA	-0.978085946
RPPA	0.115690595
RPPA	-0.823277168
RPPA	1.246852629
RPPA	2.779951235
RPPA	0.166595772
RPPA	1.026235101
RPPA	-0.877078189
RPPA	1.1496908
RPPA	1.109321667
RPPA	1.363435393
RPPA	2.691015059
RPPA	1.385622293
RPPA	2.476452703
RPPA	0.904936162
RPPA	-0.508143723
RPPA	1.465393867
RPPA	0.105222007
RPPA	0.619521435
RPPA	1.075890562
RPPA	-0.291558016
RPPA	-2.33297556
RPPA	0.177998043
RPPA	0.557677619
RPPA	0.473982402
RPPA	-0.295221165
RPPA	-0.161662693
RPPA	1.323449566
RPPA	0.182457336
RPPA	-1.390506619
RPPA	0.947779314
RPPA	0.197035281
RPPA	1.159442247
RPPA	0.533912198
RPPA	-0.116815716
RPPA	-2.464516639
RPPA	0.078096718
RPPA	-0.892023841
RPPA	0.124558085
RPPA	-0.503620392
RPPA	-1.069070973
RPPA	1.05094403
RPPA	2.227620555
RPPA	0.269182793
RPPA	-1.890020203
RPPA	-1.560906893
RPPA	-0.862816955
RPPA	-1.342752999
RPPA	0.267239707
RPPA	0.867657379
RPPA	0.337219728
RPPA	1.377609798
RPPA	0.986639445
RPPA	1.326102429
RPPA	-0.099649276
RPPA	0.629083398
RPPA	0.224518606
RPPA	-0.493885398
RPPA	-2.5372225
RPPA	0.069659003
RPPA	0.110458008
RPPA	0.8600055
RPPA	2.18586354
RPPA	-0.91768576
RPPA	1.023835203
RPPA	-0.038225318
RPPA	-0.1738942
RPPA	-0.106159156
RPPA	0.383807911
RPPA	-0.186353882
RPPA	-0.377451724
RPPA	1.41884365
RPPA	0.606596137
RPPA	-0.641159745
RPPA	0.957132796
RPPA	-0.767152676
RPPA	-0.051741274
RPPA	-1.326931929
RPPA	1.436584247
RPPA	-0.098167988
RPPA	-0.397807987
RPPA	-0.980424374
RPPA	-0.175110571
RPPA	-0.072570931
RPPA	-2.370873268
RPPA	0.712014534
RPPA	-0.016375337
RPPA	0.089614153
RPPA	0.556642682
RPPA	0.463829296
RPPA	-1.575139309
RPPA	0.199876497
RPPA	-0.644719451
RPPA	-1.908869464
RPPA	-0.428796511
RPPA	-1.168300554
RPPA	-0.649134453
RPPA	0.250495784
RPPA	0.71736310700000006
RPPA	0.868333741
RPPA	-0.771090016
RPPA	2.477238855
RPPA	1.306486814
RPPA	-1.465029187
RPPA	0.480773141
RPPA	-0.446985508
RPPA	0.697762812
RPPA	0.525249152
RPPA	-1.103942052
RPPA	-1.624934567
RPPA	0.003779738
RPPA	-1.32496444
RPPA	-1.245549815
RPPA	-0.372631724
RPPA	-0.305212856
RPPA	0.37166418
RPPA	1.765970377
RPPA	2.741124533
RPPA	-1.016150671
RPPA	-0.617214251
RPPA	0.406143043
RPPA	-0.644062727
RPPA	1.426967817
RPPA	1.288390721
RPPA	-0.05144063
RPPA	-1.733434691
RPPA	0.583251705
RPPA	0.167175604
RPPA	-0.605418216
RPPA	1.494503033
RPPA	-0.108739897
RPPA	1.185194084
RPPA	0.636594157
RPPA	0.192921661
RPPA	-0.248991762
RPPA	-1.128399051
RPPA	0.09090789
RPPA	1.222176658
RPPA	-0.124337672
RPPA	0.876458347
RPPA	-1.276222816
RPPA	1.128936644
RPPA	0.202983221
RPPA	0.444013314
RPPA	4.150224121
RPPA	-1.307008455
RPPA	0.420416836
RPPA	-1.730173099
RPPA	-0.49488353
RPPA	-0.191143028
RPPA	1.352751876
RPPA	0.017498446
RPPA	-0.269325159
RPPA	-1.374672196
RPPA	0.690110498
RPPA	0.302327239
RPPA	0.274420654
RPPA	-1.839994002
RPPA	-1.422638258
RPPA	1.602172707
RPPA	-0.146153558
RPPA	1.190268666
RPPA	2.153128078
RPPA	-0.59713318
RPPA	0.133265744
RPPA	0.700719845
RPPA	-0.198789723
RPPA	0.573605835
RPPA	-1.2406893
RPPA	1.231326643
RPPA	0.142308335
RPPA	1.699300196
RPPA	-0.237121103
RPPA	0.963592051
RPPA	-1.68438492
RPPA	0.328841914
RPPA	-1.417033586
RPPA	0.862394076
RPPA	-1.452538315
RPPA	-1.425908697
RPPA	2.0600938
RPPA	2.518326916
RPPA	1.555700861
RPPA	2.007882295
RPPA	-0.63929802
RPPA	0.298095601
RPPA	0.658464534
RPPA	-2.945084577
RPPA	-0.081541401
RPPA	-0.187765043
RPPA	0.928594008
RPPA	-0.852628309
RPPA	-1.176051954
RPPA	0.429417764
RPPA	0.655548974
RPPA	-1.297429841
RPPA	0.337456755
RPPA	0.248871708
RPPA	-0.544812552
RPPA	1.2083366
RPPA	-1.923586926
RPPA	-0.7602659
RPPA	-1.743950878
RPPA	-0.985113817
RPPA	0.212248704
RPPA	-0.594348226
RPPA	0.178071553
RPPA	1.770187886
RPPA	1.195297842
RPPA	1.209631954
RPPA	-0.460473697
RPPA	-0.297582135
RPPA	0.885482515
RPPA	0.297971447
RPPA	-0.791127954
RPPA	0.851460904
RPPA	-0.877553318
RPPA	0.176139927
RPPA	1.662987816
RPPA	0.513349033
RPPA	-1.723847788
RPPA	2.125503618
RPPA	-0.589957261
RPPA	0.181227606
RPPA	-0.08207992
RPPA	-0.081005233
RPPA	0.4599185
RPPA	0.93857574
RPPA	1.3166374
RPPA	-0.228345199
RPPA	2.006442382
RPPA	-1.210877366
RPPA	0.511977169
RPPA	1.559385294
RPPA	0.746745376
RPPA	0.719131529
RPPA	-0.569350131
RPPA	-0.864378778
RPPA	1.620041237
RPPA	1.599455121
RPPA	0.003530373
RPPA	-2.01031702
RPPA	0.168752341
RPPA	0.064023888
RPPA	0.634417506
RPPA	-0.992722373
RPPA	-0.55583466
RPPA	0.840955563
RPPA	1.816908986
RPPA	-1.332264167
RPPA	-0.253897486
RPPA	-0.898941428
RPPA	2.187245448
RPPA	0.021283241
RPPA	-0.575882167
RPPA	0.298689788
RPPA	0.557806021
RPPA	-0.014320326
RPPA	0.847734738
RPPA	0.205738331
RPPA	-0.366033058
RPPA	0.665270305
RPPA	-0.415047563
RPPA	1.553989554
RPPA	-1.118629264
RPPA	-0.70043664
RPPA	-0.163471246
RPPA	0.564675829
RPPA	-1.770113836
RPPA	-0.711757625
RPPA	2.169998851
RPPA	0.293371074
RPPA	0.156953082
RPPA	0.502667364
RPPA	1.172744877
RPPA	-0.797515198
RPPA	-0.395231006
RPPA	0.723150674
RPPA	-1.316514043
RPPA	-0.702574475
RPPA	-1.160666515
RPPA	1.188123105
RPPA	1.426210815
RPPA	1.953676679
RPPA	0.695974701
RPPA	0.657691596
RPPA	-0.715600764
RPPA	0.507529044
RPPA	-0.511158573
RPPA	-0.562802897
RPPA	0.14563115
RPPA	-0.902540978
RPPA	-0.186747277
RPPA	-1.027529047
RPPA	0.148282106
RPPA	1.736366358
RPPA	0.828352374
RPPA	-1.339536779
RPPA	0.296048701
RPPA	-0.92735823
RPPA	2.458249445
RPPA	0.80227811
RPPA	0.729789613
RPPA	0.020389875
RPPA	0.362081458
RPPA	0.457620845
RPPA	-0.268334449
RPPA	-0.384056873
RPPA	1.809708311
RPPA	0.895556689
RPPA	-0.195855097
RPPA	-1.652758229
RPPA	0.267918985
RPPA	-0.385092352
RPPA	-0.831196414
RPPA	-2.013376931
RPPA	-0.523365878
RPPA	0.178908267
RPPA	0.169557018
RPPA	-1.974162548
RPPA	-0.73917943
RPPA	-1.316568137
RPPA	0.952983032
RPPA	0.023704134
RPPA	0.580244391
RPPA	-1.220613824
RPPA	0.055283773
RPPA	-0.277414335
RPPA	0.671122001
RPPA	0.287042798
RPPA	-0.230649822
RPPA	0.026823412
RPPA	-1.470278107
RPPA	-0.471319918
RPPA	0.309248354
RPPA	0.24177971
RPPA	-0.13821642
RPPA	0.962449283
RPPA	0.859686407
RPPA	-0.260418198
RPPA	0.01380331
RPPA	-0.926788093
RPPA	-0.294964008
RPPA	0.358736142
RPPA	-0.364462038
RPPA	-1.7507546
RPPA	0.631383083
RPPA	-0.71084945
RPPA	-0.421746699
RPPA	0.788076598
RPPA	-0.619438385
RPPA	-1.378395724
RPPA	-0.486101995
RPPA	0.405837054
RPPA	0.05668333
RPPA	0.523652048
RPPA	-0.406662054
RPPA	0.997338133
RPPA	-0.056100156
RPPA	1.030505909
RPPA	0.139739455
RPPA	-0.764546967
RPPA	0.030610337
RPPA	-0.019858345
RPPA	-1.205713028
RPPA	-0.69150855
RPPA	-1.608183224
RPPA	-1.378746557
RPPA	0.048266528
RPPA	-1.231903046
RPPA	0.398028641
RPPA	3.01309742
RPPA	1.228106452
RPPA	-2.78734121
RPPA	-1.848510875
RPPA	-0.555201613
RPPA	-1.517414139
RPPA	-0.108145187
RPPA	0.248267966
RPPA	0.667899612
RPPA	1.537642811
RPPA	0.03735858
RPPA	1.434903126
RPPA	-0.579735721
RPPA	0.562615716
RPPA	-0.806596626
RPPA	-1.776285015
RPPA	0.861626901
RPPA	0.594907586
RPPA	0.16109159
RPPA	-0.384679425
RPPA	1.269750915
RPPA	0.435660017
RPPA	0.160212263
RPPA	-0.510305136
RPPA	-0.711388679
RPPA	0.673932462
RPPA	2.140387583
RPPA	0.69469008
RPPA	-1.221698411
RPPA	-0.62984339
RPPA	0.493226292
RPPA	-0.929937734
RPPA	-1.205271377
RPPA	0.260150562
RPPA	-1.480979257
RPPA	0.719423518
RPPA	0.58856656
RPPA	1.870315281
RPPA	0.218502778
RPPA	2.383484218
RPPA	0.787525947
RPPA	0.389912447
RPPA	0.051515399
RPPA	-0.267646964
RPPA	-0.020043381
RPPA	0.350334882
RPPA	-0.479977002
RPPA	0.193641496
RPPA	1.278221645
RPPA	-1.257341538
RPPA	0.141507528
RPPA	1.196964806
RPPA	2.326210129
RPPA	0.50240549
RPPA	0.057233825
RPPA	0.173889724
RPPA	-1.711633795
RPPA	-1.224455931
RPPA	-0.745411166
RPPA	0.449225333
RPPA	-0.714616878
RPPA	-0.01082829
RPPA	-0.280696439
RPPA	0.293195853
RPPA	-0.197111681
RPPA	0.146155911
RPPA	0.415125031
RPPA	1.38699027
RPPA	1.65285505
RPPA	-1.558850654
RPPA	1.248488271
RPPA	-0.538019875
RPPA	1.529045336
RPPA	-0.957136594
RPPA	-0.103932025
RPPA	-1.479481339
RPPA	0.354944823
RPPA	-0.13416541
RPPA	0.61361332
RPPA	-0.272379829
RPPA	-1.098584298
RPPA	-0.697683008
RPPA	-0.980193281
RPPA	-0.044132136
RPPA	0.486304777
RPPA	0.673114121
RPPA	0.232448819
RPPA	-1.291844616
RPPA	0.832481754
RPPA	1.275375892
RPPA	-0.927337662
RPPA	1.441263385
RPPA	-0.711996202
RPPA	-0.390289765
RPPA	0.655553384
RPPA	0.869548454
RPPA	-1.425972083
RPPA	0.857405949
RPPA	0.955174607
RPPA	-0.149022193
RPPA	-1.313081852
RPPA	2.224887155
RPPA	-0.262119258
RPPA	0.882826643
RPPA	-2.315733709
RPPA	0.11266346000000001
RPPA	0.998412064
RPPA	-0.734263825
RPPA	0.340663777
RPPA	-1.652593845
RPPA	-1.967760633
RPPA	0.362912357
RPPA	0.542907654
RPPA	0.756686167
RPPA	-1.637916359
RPPA	0.585511946
RPPA	-1.818349131
RPPA	-0.646141804
RPPA	-0.611781842
RPPA	-0.024243659
RPPA	1.7060863530000001
RPPA	-0.76612582
RPPA	-0.437178689
RPPA	0.856968544
RPPA	0.866007009
RPPA	-1.014230694
RPPA	0.380906781
RPPA	-0.469623946
RPPA	0.205836248
RPPA	0.494610428
RPPA	2.76487206
RPPA	0.501815803
RPPA	1.084905082
RPPA	1.318017126
RPPA	2.708105663
RPPA	-1.893250067
RPPA	-0.079717645
RPPA	0.900059046
RPPA	-0.946952556
RPPA	0.738802008
RPPA	1.5862362
RPPA	2.627858515
RPPA	-0.965094186
RPPA	-2.727353121
RPPA	1.526101956
RPPA	-0.476006129
RPPA	1.310268945
RPPA	-1.414438535
RPPA	1.805173708
RPPA	0.700689767
RPPA	0.651762485
RPPA	-0.942897162
RPPA	-1.323262157
RPPA	0.464094003
RPPA	-1.052969211
RPPA	-1.21401472
RPPA	2.425755503
RPPA	0.893468485
RPPA	-1.739048541
RPPA	0.087740481
RPPA	-2.268806082
RPPA	1.239672786
RPPA	-0.650564112
RPPA	0.458675157
RPPA	-1.706893351
RPPA	0.323642897
RPPA	2.369553642
RPPA	0.313503383
RPPA	0.829340702
RPPA	-9.29143e-4
RPPA	1.451536195
RPPA	2.24963998
RPPA	0.246123238
RPPA	0.625822997
RPPA	-0.775708926
RPPA	0.632771441
RPPA	-1.489539598
RPPA	-1.031052348
RPPA	-0.48246771
RPPA	1.149352368
RPPA	0.551108866
RPPA	0.986595168
RPPA	1.266296181
RPPA	-0.011976394
RPPA	-1.280041931
RPPA	1.444758621
RPPA	1.545198254
RPPA	-2.90497979
RPPA	-0.425197916
RPPA	-0.603417059
RPPA	0.422891391
RPPA	2.173138428
RPPA	-0.875713678
RPPA	1.309781411
RPPA	1.442989253
RPPA	0.264996627
RPPA	0.768188615
RPPA	0.065284837
RPPA	-1.20558112
RPPA	-0.650930177
RPPA	1.730539303
RPPA	2.585090436
RPPA	-0.460813907
RPPA	0.388268143
RPPA	-0.928169268
RPPA	0.35434886
RPPA	2.342040155
RPPA	-0.709691327
RPPA	0.473430939
RPPA	-0.559357312
RPPA	1.433379435
RPPA	0.145017909
RPPA	-2.322283951
RPPA	0.054436657
RPPA	1.315546422
RPPA	0.409827341
RPPA	-0.379568851
RPPA	-0.835462308
RPPA	1.052820699
RPPA	0.06966096
RPPA	-0.528316596
RPPA	-2.081551403
RPPA	-0.165475079
RPPA	-0.908508985
RPPA	-0.63259453
RPPA	2.170788528
RPPA	-0.517323351
RPPA	3.368886241
RPPA	1.390971191
RPPA	-1.229040167
RPPA	-1.86620663
RPPA	0.613326112
RPPA	0.820573502
RPPA	1.943463301
RPPA	0.638790388
RPPA	-0.326327226
RPPA	0.001198121
RPPA	0.829678403
RPPA	-1.866670455
RPPA	0.864181705
RPPA	0.512748525
RPPA	1.947429099
RPPA	1.579536003
RPPA	0.148158115
RPPA	0.659105005
RPPA	-3.142214731
RPPA	0.274563966
RPPA	-0.03308471
RPPA	-0.930295944
RPPA	-0.708366894
RPPA	0.299786971
RPPA	-1.966758813
RPPA	2.552559645
RPPA	1.190591034
RPPA	0.045480448
RPPA	-0.502094668
RPPA	-0.110018268
RPPA	0.67263351
RPPA	0.009447791
RPPA	-1.00379943
RPPA	0.039083414
RPPA	0.341541319
RPPA	0.728026989
RPPA	-1.264490486
RPPA	-0.668198998
RPPA	-1.044283836
RPPA	-1.049725831
RPPA	0.009474035
RPPA	-1.334127282
RPPA	0.502134138
RPPA	1.230966005
RPPA	0.195928329
RPPA	1.049564831
RPPA	1.521302855
RPPA	1.178377996
RPPA	0.241526238
RPPA	-0.682658747
RPPA	0.947023965
RPPA	0.759427898
RPPA	0.512224904
RPPA	-0.572093146
RPPA	-0.168009623
RPPA	-0.296485046
RPPA	0.170594105
RPPA	0.382510954
RPPA	-0.344687411
RPPA	0.016284825
RPPA	1.913113903
RPPA	0.005297197
RPPA	0.0040078
RPPA	-1.27322444
RPPA	-1.053658876
RPPA	-0.368321805
RPPA	1.338913036
RPPA	0.07109159
RPPA	-1.098715157
RPPA	0.53725524
RPPA	0.202900499
RPPA	-1.704800612
RPPA	1.52392381
RPPA	-0.846636908
RPPA	-0.368726786
RPPA	1.414778081
RPPA	-0.424674255
RPPA	1.250853958
RPPA	-0.277780462
RPPA	1.650378814
RPPA	1.499430629
RPPA	0.704542818
RPPA	-1.243291817
RPPA	0.490889362
RPPA	0.558258521
RPPA	0.385435798
RPPA	1.606468224
RPPA	1.939290743
RPPA	0.552866517
RPPA	-1.347198268
RPPA	-0.955914988
RPPA	-0.044005627
RPPA	1.212113272
RPPA	0.693212706
RPPA	-0.005469874
RPPA	1.568160115
RPPA	-1.180911021
RPPA	-0.153053764
RPPA	0.553739711
RPPA	-0.231173484
RPPA	-0.268911554
RPPA	-0.580855855
RPPA	-0.352771229
RPPA	-0.271404297
RPPA	-0.148841836
RPPA	1.231689974
RPPA	0.608813076
RPPA	-0.210290404
RPPA	0.344188003
RPPA	-0.23389346
RPPA	-1.1036509
RPPA	-1.342710713
RPPA	-1.56649403
RPPA	-0.094821489
RPPA	-0.536606872
RPPA	0.692255041
RPPA	-0.794482137
RPPA	1.195672424
RPPA	1.054082337
RPPA	1.732335396
RPPA	-0.875728391
RPPA	0.614965401
RPPA	-0.222195085
RPPA	-0.429851103
RPPA	2.235282032
RPPA	0.205579879
RPPA	0.103031347
RPPA	-0.665947804
RPPA	1.066794451
RPPA	-1.652473266
RPPA	-0.086601121
RPPA	1.597939028
RPPA	0.65419646
RPPA	0.956748481
RPPA	0.18832245
RPPA	0.289513042
RPPA	-0.08382442
RPPA	0.275651441
RPPA	2.288179135
RPPA	-0.753793901
RPPA	-0.824948564
RPPA	-0.375129397
RPPA	0.022473868
RPPA	-0.927765186
RPPA	4.009183847
RPPA	-0.998568977
RPPA	-0.764439682
RPPA	-1.336346047
RPPA	0.076428727
RPPA	-0.128504689
RPPA	0.639812139
RPPA	-0.667992139
RPPA	2.000258163
RPPA	0.261894441
RPPA	0.138203016
RPPA	0.869215976
RPPA	0.522346351
RPPA	1.816166391
RPPA	-0.735278134
RPPA	-0.101655999
RPPA	-1.065561254
RPPA	-0.910453693
RPPA	1.394768045
RPPA	-0.460031494
RPPA	-0.24226071
RPPA	0.473202667
RPPA	-0.43658524
RPPA	0.26299968
RPPA	1.474550097
RPPA	-0.283706802
RPPA	1.429492744
RPPA	0.379000728
RPPA	-1.047438827
RPPA	0.933761155
RPPA	-0.490191442
RPPA	-0.87290582
RPPA	0.499861984
RPPA	0.246598009
RPPA	-0.794403762
RPPA	-0.925983493
RPPA	1.044894156
RPPA	0.070117359
RPPA	0.480268003
RPPA	-2.678120268
RPPA	-1.615155456
RPPA	-1.862123079
RPPA	-0.738537841
RPPA	-0.329614161
RPPA	0.445424621
RPPA	-0.427524968
RPPA	0.845848611
RPPA	0.481396624
RPPA	-0.791623122
RPPA	0.354181594
RPPA	-0.006570863
RPPA	0.774177307
RPPA	-0.350019969
RPPA	1.265252515
RPPA	-0.191328703
RPPA	1.313528222
RPPA	-0.633235688
RPPA	2.980468582
RPPA	-1.530129835
RPPA	0.295580354
