layer	value
mRNA	422.326
mRNA	111.827
mRNA	41.4286
mRNA	472.712
mRNA	705.16
mRNA	3416.18
mRNA	48.1763
mRNA	2226.97
mRNA	658.46
mRNA	0
mRNA	131.276
mRNA	1127.52
mRNA	405.482
mRNA	20.1794
mRNA	283.784
mRNA	2232.24
mRNA	378.914
mRNA	2454.09
mRNA	0
mRNA	9.7338
mRNA	5.4152
mRNA	0.7519
mRNA	292.668
mRNA	3.055
mRNA	1658.99
mRNA	0
mRNA	16.4245
mRNA	116.629
mRNA	9.0133
mRNA	129.819
mRNA	3385.2
mRNA	226.907
mRNA	706.449
mRNA	21.3124
mRNA	897.072
mRNA	83.0015
mRNA	8942.62
mRNA	20.8729
mRNA	3877.99
mRNA	1.0965
mRNA	153.601
mRNA	409.132
mRNA	0.2857
mRNA	39.7473
mRNA	32.2173
mRNA	1060.23
mRNA	928.22
mRNA	37.9989
mRNA	1976.81
mRNA	597.442
mRNA	62.8427
mRNA	964.442
mRNA	666.301
mRNA	834.399
mRNA	510.397
mRNA	40.795
mRNA	3142.28
mRNA	3.8139
mRNA	0.5149
mRNA	745.361
mRNA	442.786
mRNA	1899.12
mRNA	701.611
mRNA	603.137
mRNA	0.2879
mRNA	730.765
mRNA	272.569
mRNA	131.851
mRNA	0
mRNA	683.611
mRNA	0
mRNA	3034.41
mRNA	437.94
mRNA	0
mRNA	1908.77
mRNA	2087.08
mRNA	230.685
mRNA	883.267
mRNA	860.395
mRNA	236.674
mRNA	558.659
mRNA	2.1404
mRNA	0
mRNA	498.847
mRNA	925.676
mRNA	226.584
mRNA	577.562
mRNA	50.7812
mRNA	0.6216
mRNA	332.067
mRNA	1083.23
mRNA	1413.54
mRNA	527.025
mRNA	57.4521
mRNA	143.205
mRNA	100.145
mRNA	643.718
mRNA	373.79
mRNA	1069.83
mRNA	852.013
mRNA	2129.15
mRNA	542.7
mRNA	830.46
mRNA	293.319
mRNA	26.7764
mRNA	258.14
mRNA	63.5379
mRNA	0
mRNA	264.088
mRNA	57.0652
mRNA	310.406
mRNA	2119.6
mRNA	1002.96
mRNA	56.7831
mRNA	138.82
mRNA	48.8776
mRNA	600.804
mRNA	1.0325
mRNA	39.8406
mRNA	2621.05
mRNA	732.463
mRNA	0
mRNA	112.655
mRNA	909.151000000001
mRNA	138.017
mRNA	524.781
mRNA	1.888
mRNA	0
mRNA	600.432
mRNA	0
mRNA	412.027
mRNA	803.456
mRNA	424.066
mRNA	0.5397
mRNA	3.8244
mRNA	9.2795
mRNA	553.713
mRNA	4.3687
mRNA	0
mRNA	0
mRNA	404.108
mRNA	2319.29
mRNA	88.8785
mRNA	316.2
mRNA	1108.96
mRNA	2332.67
mRNA	22.0729
mRNA	8.9466
mRNA	519.418
mRNA	486.757
mRNA	0
mRNA	2129.96
mRNA	819.164
mRNA	19.0355
mRNA	368.307
mRNA	5.0477
mRNA	332.842
mRNA	4.5489
mRNA	166.286
mRNA	1506.19
mRNA	201.285
mRNA	1400.29
mRNA	510.787
mRNA	2.5597
mRNA	333.014
mRNA	1302.98
mRNA	1138.03
mRNA	1136.57
mRNA	99.3055
mRNA	329.699
mRNA	37.1788
mRNA	609.615
mRNA	31.1414
mRNA	0
mRNA	1894.22
mRNA	26.3362
mRNA	1163.85
mRNA	0.7503
mRNA	995.352000000001
mRNA	0
mRNA	10.5609
mRNA	90.8927
mRNA	549.462
mRNA	675.768
mRNA	6.7946
mRNA	397.037
mRNA	17.1607
mRNA	8.7683
mRNA	225.329
mRNA	811.926
mRNA	932.648
mRNA	165.972
mRNA	0
mRNA	154.839
mRNA	43.2948
mRNA	3.3698
mRNA	3583.24
mRNA	0.727
mRNA	3907.59
mRNA	3.252
mRNA	73.8028
mRNA	761.322
mRNA	1394.14
mRNA	0.8895
mRNA	262.842
mRNA	1850.52
mRNA	8335.17000000001
mRNA	823.047
mRNA	754.915
mRNA	0.3403
mRNA	11404.1
mRNA	0.7613
mRNA	3.1825
mRNA	309.984
mRNA	3.0288
mRNA	889.945
mRNA	198.748
mRNA	270.971
mRNA	0
mRNA	10.9123
mRNA	636.123
mRNA	0.7938
mRNA	5213.04
mRNA	11.8726
mRNA	333.169
mRNA	200.149
mRNA	85.4617
mRNA	1613.19
mRNA	5.2945
mRNA	0
mRNA	186.079
mRNA	141.77
mRNA	1745.3
mRNA	714.876
mRNA	33.6193
mRNA	560.19
mRNA	34.3149
mRNA	906.563
mRNA	4.6327
mRNA	38.9886
mRNA	0
mRNA	134.228
mRNA	540.351
mRNA	2.4477
mRNA	0
mRNA	0
mRNA	947.321
mRNA	8772.88
mRNA	0.5634
mRNA	363.452
mRNA	6.3452
mRNA	0
mRNA	0
mRNA	7.8087
mRNA	51.8335
mRNA	31.7996
mRNA	180.429
mRNA	0
mRNA	253.364
mRNA	0
mRNA	41.2165
mRNA	1.1148
mRNA	456.378
mRNA	165.782
mRNA	1323.57
mRNA	78.3551
mRNA	1948.69
mRNA	3943.01
mRNA	1916.22
mRNA	0
mRNA	0
mRNA	43.5707
mRNA	16.5722
mRNA	105.083
mRNA	225.043
mRNA	1.8357
mRNA	190.331
mRNA	474.835
mRNA	3489.25
mRNA	450.51
mRNA	1589.45
mRNA	17053.4
mRNA	6347.26
mRNA	477.933
mRNA	14888.7
mRNA	1270.96
mRNA	62.4342
mRNA	30.1612
mRNA	6.0877
mRNA	67.1343
mRNA	750.639
mRNA	0
mRNA	13.8602
mRNA	684.953
mRNA	0
mRNA	228.465
mRNA	0
mRNA	5.478
mRNA	196.189
mRNA	4.4267
mRNA	158.662
mRNA	0.4589
mRNA	0
mRNA	365.975
mRNA	1497.65
mRNA	1119.41
mRNA	0
mRNA	0.388
mRNA	1072.85
mRNA	1051.83
mRNA	0
mRNA	0
mRNA	404.913
mRNA	2390.55
mRNA	81.3824
mRNA	432.321
mRNA	745.703
mRNA	3.0211
mRNA	0
mRNA	6.0018
mRNA	254.22
mRNA	1.5731
mRNA	536.786
mRNA	84.8125
mRNA	93.9018
mRNA	74589.2
mRNA	2.3238
mRNA	87.9655
mRNA	82.1857
mRNA	712.028
mRNA	249.953
mRNA	2832.32
mRNA	143.071
mRNA	1162.94
mRNA	119.201
mRNA	812.798
mRNA	674.102
mRNA	0
mRNA	798.141000000001
mRNA	350.346
mRNA	685.795
mRNA	349.641
mRNA	2286.44
mRNA	390.462
mRNA	102.338
mRNA	392.705
mRNA	432.012
mRNA	253.425
mRNA	201.749
mRNA	10.3674
mRNA	0
mRNA	249.029
mRNA	424.146
mRNA	331.375
mRNA	28.9186
mRNA	54.5068
mRNA	138.941
mRNA	29.304
mRNA	3.3167
mRNA	139.06
mRNA	2.7552
mRNA	1891.11
mRNA	1772.19
mRNA	2.7344
mRNA	2035.98
mRNA	186.364
mRNA	1646.93
mRNA	369.338
mRNA	661.741
mRNA	273.04
mRNA	6.4127
mRNA	0
mRNA	217.485
mRNA	227.289
mRNA	0
mRNA	389.625
mRNA	548.127
mRNA	0
mRNA	118.03
mRNA	2779.98
mRNA	4.8492
mRNA	578.376
mRNA	70.2018
mRNA	14013.6
mRNA	587.489
mRNA	147.995
mRNA	785.714
mRNA	868.788
mRNA	0.5528
mRNA	0
mRNA	1640.52
mRNA	6.1417
mRNA	0
mRNA	935.316
mRNA	7.2526
mRNA	756.41
mRNA	0
mRNA	7.2993
mRNA	71.9268
mRNA	608.484
mRNA	1315.7
mRNA	2993.76
mRNA	1054.59
mRNA	1008.55
mRNA	0
mRNA	94.8
mRNA	323.557
mRNA	16.2535
mRNA	116.188
mRNA	683.773999999999
mRNA	837.47
mRNA	0
mRNA	100.2
mRNA	0
mRNA	51.2708
mRNA	201.232
mRNA	21.047
mRNA	29.7767
mRNA	1.5464
mRNA	3138.3
mRNA	356.271
mRNA	22.1426
mRNA	1052.24
mRNA	7.4475
mRNA	175.977
mRNA	1276.32
mRNA	200.35
mRNA	1469.6
mRNA	245.487
mRNA	1.143
mRNA	1473.97
mRNA	1232.72
mRNA	0
mRNA	2.7714
mRNA	33.2394
mRNA	129.505
mRNA	767.577
mRNA	257.91
mRNA	1820.98
mRNA	0
mRNA	691.552
mRNA	54.3032
mRNA	7921.73
mRNA	27.7114
mRNA	262.277
mRNA	16.1146
mRNA	0
mRNA	42119.5
mRNA	301.248
mRNA	4439.35
mRNA	0.2593
mRNA	30.4668
mRNA	2844.57
mRNA	36579.5
mRNA	1636.94
mRNA	10.4167
mRNA	0.5628
mRNA	1.1148
mRNA	67.3865
mRNA	62.2625
mRNA	299.863
mRNA	1818.8
mRNA	119.737
mRNA	31.0403
mRNA	50.0101
mRNA	219.403
mRNA	752.306
mRNA	0.6075
mRNA	2731.95
mRNA	1065.09
mRNA	501.264
mRNA	0.4459
mRNA	1293.28
mRNA	3415.7
mRNA	87.3722
mRNA	316.808
mRNA	2.9203
mRNA	225.145
mRNA	60.2617
mRNA	2765.45
mRNA	711.092
mRNA	372.25
mRNA	0
mRNA	506.691
mRNA	417.605
mRNA	0
mRNA	94.785
mRNA	0
mRNA	3.3287
mRNA	1637.22
mRNA	3.969
mRNA	27.1388
mRNA	0
mRNA	284.246
mRNA	306.252
mRNA	0
mRNA	0
mRNA	283.674
mRNA	2078.7
mRNA	2845.83
mRNA	9.0674
mRNA	699.333
mRNA	699.933
mRNA	4.4925
mRNA	1132.67
mRNA	537.14
mRNA	46.9887
mRNA	846.423
mRNA	8.2012
mRNA	126.54
mRNA	182.021
mRNA	1.1371
mRNA	0
mRNA	3.8555
mRNA	405.623
mRNA	0
mRNA	2091.56
mRNA	104.634
mRNA	197.326
mRNA	91.7309
mRNA	0.7749
mRNA	396.158
mRNA	643.398
mRNA	56.5928
mRNA	367.7
mRNA	34.0022
mRNA	14615.7
mRNA	3755.39
mRNA	11.8864
mRNA	6.3758
mRNA	1862.42
mRNA	20.9491
mRNA	0
mRNA	73.367
mRNA	7873.28
mRNA	1229.57
mRNA	31.2715
mRNA	72.4095
mRNA	615.084
mRNA	845.412
mRNA	1572.94
mRNA	7456.02
mRNA	879.453999999999
mRNA	13.6737
mRNA	1.3444
mRNA	323.771
mRNA	7.183
mRNA	0.3536
mRNA	631.672
mRNA	8.9468
mRNA	387.59
mRNA	0
mRNA	641.555
mRNA	1683.18
mRNA	2677.69
mRNA	122.185
mRNA	0
mRNA	2312.35
mRNA	52.9851
mRNA	2588.54
mRNA	52.0305
mRNA	53.2054
mRNA	302.982
mRNA	24.744
mRNA	10.5465
mRNA	143.799
mRNA	579.356
mRNA	1134.79
mRNA	0
mRNA	764.859
mRNA	183.202
mRNA	6662.97
mRNA	0
mRNA	1133.12
mRNA	0
mRNA	7.064
mRNA	2453.64
mRNA	0.8375
mRNA	194.421
mRNA	3183.88
mRNA	4233.23
mRNA	347.713
mRNA	728.335
mRNA	253.052
mRNA	886.840000000001
mRNA	19.0686
mRNA	38.6497
mRNA	1063.83
mRNA	0
mRNA	378.954
mRNA	0
mRNA	331.615
mRNA	0.4435
mRNA	0
mRNA	316.336
mRNA	2.7739
mRNA	1196.64
mRNA	873.688
mRNA	899.798
mRNA	1111.77
mRNA	10423.9
mRNA	0
mRNA	0.5761
mRNA	0
mRNA	5.0618
mRNA	251.512
mRNA	5.052
mRNA	2.4394
mRNA	36.036
mRNA	2533.11
mRNA	253.75
mRNA	1209.76
mRNA	7.419
mRNA	596.655
mRNA	0
mRNA	106369
mRNA	46.9462
mRNA	102.328
mRNA	393.519
mRNA	0.3012
mRNA	0
mRNA	98.0966
mRNA	1410.92
mRNA	0
mRNA	3648.85
mRNA	2292.47
mRNA	764.267
mRNA	9.2119
mRNA	4351.96
mRNA	685.518
mRNA	0.4695
mRNA	1548.26
mRNA	6.9753
mRNA	551.708
mRNA	10.1328
mRNA	2939.81
mRNA	639.174
mRNA	8.004
mRNA	197.001
mRNA	1777.78
mRNA	240.913
mRNA	110.271
mRNA	230.179
mRNA	0.5189
mRNA	632.937
mRNA	2.1429
mRNA	1497.66
mRNA	5373.19
mRNA	8.5202
mRNA	9.3642
mRNA	2779.74
mRNA	8.9888
mRNA	2447.85
mRNA	154.232
mRNA	178.023
mRNA	5.4078
mRNA	174.062
mRNA	10670.5
mRNA	3361.2
mRNA	26.8582
mRNA	104.496
mRNA	2450.18
mRNA	0
mRNA	7.7771
mRNA	23.0958
mRNA	710.328
mRNA	69.7481
mRNA	377.28
mRNA	1.167
mRNA	521.42
mRNA	7145.47
mRNA	521.766
mRNA	588.45
mRNA	555.365
mRNA	15349.3
mRNA	75.1385
mRNA	761.81
mRNA	0.8855
mRNA	0
mRNA	519.812
mRNA	376.305
mRNA	1632.27
mRNA	2899.69
mRNA	38.756
mRNA	2.7881
mRNA	31.3922
mRNA	390.175
mRNA	8.4639
mRNA	1.5282
mRNA	178.687
mRNA	8460.58
mRNA	239.691
mRNA	161.406
mRNA	0.5767
mRNA	4834.96
mRNA	5034.15
mRNA	1022.52
mRNA	428.213
mRNA	9249.79
mRNA	757.1
mRNA	6633.1
mRNA	50.9259
mRNA	641.412
mRNA	734.633
mRNA	123.635
mRNA	0.3334
mRNA	32.7993
mRNA	4109.58
mRNA	1143.22
mRNA	851.69
mRNA	91.1902
mRNA	312.228
mRNA	4.2518
mRNA	663.73
mRNA	843.374
mRNA	1442.88
mRNA	258.97
mRNA	0
mRNA	1132.26
mRNA	270.769
mRNA	294.959
mRNA	1424.74
mRNA	1506.41
mRNA	6.2785
mRNA	211.422
mRNA	945.126
mRNA	8088.36
mRNA	1313.73
mRNA	0
mRNA	0
mRNA	0
mRNA	0
mRNA	15.2259
mRNA	1129.47
mRNA	138.85
mRNA	0
mRNA	2.0681
mRNA	0
mRNA	1063.69
mRNA	299.916
mRNA	1162.11
mRNA	0
mRNA	265.538
mRNA	387.841
mRNA	3.9627
mRNA	652.733
mRNA	2458.06
mRNA	0.4435
mRNA	2.5124
mRNA	1908.6
mRNA	275.025
mRNA	576.567
mRNA	1810.08
mRNA	141.76
mRNA	13.5364
mRNA	1304.62
mRNA	915.42
mRNA	23.2666
mRNA	10.2617
mRNA	27.3976
mRNA	3480.43
mRNA	843.367
mRNA	8170.34
mRNA	0
mRNA	2141.44
mRNA	1068.75
mRNA	0
mRNA	197.575
mRNA	2293.94
mRNA	2466.01
mRNA	640.482
mRNA	808.385
mRNA	3667.92
mRNA	1.1628
mRNA	204.035
mRNA	0
mRNA	859.239
mRNA	0.9259
mRNA	16.9245
mRNA	1096.55
mRNA	559.409
mRNA	1826.94
mRNA	184.343
mRNA	719.881
mRNA	1537.83
mRNA	386.874
mRNA	1372.92
mRNA	267.002
mRNA	368.856
mRNA	9.3412
mRNA	559.003
mRNA	99.2694
mRNA	4330.47
mRNA	194.013
mRNA	85.2208
mRNA	4.4498
mRNA	18.7891
mRNA	1220.58
mRNA	339.24
mRNA	2436.12
mRNA	22.1271
mRNA	6.5157
mRNA	190.44
mRNA	3967.05
mRNA	2183.97
mRNA	985.861
mRNA	387.475
mRNA	433.929
mRNA	437.774
mRNA	2042.73
mRNA	388.014
mRNA	7.979
mRNA	1170.33
mRNA	528.409
mRNA	46.903
mRNA	2393.04
mRNA	251.065
mRNA	50.4785
mRNA	1007.89
mRNA	297.944
mRNA	0.3653
mRNA	12.3209
mRNA	0.4966
mRNA	0
mRNA	342.283
mRNA	1000.94
mRNA	7256.45
mRNA	629.509
mRNA	2.4738
mRNA	92.7057
mRNA	20.6995
mRNA	269.565
mRNA	850.647
mRNA	3812.72
mRNA	264.282
mRNA	2247.9
mRNA	3552.55
mRNA	611.771
mRNA	4002.09
mRNA	271.914
mRNA	76.3391
mRNA	379.307
mRNA	0.6836
mRNA	113.024
mRNA	172.663
mRNA	1570.76
mRNA	307.335
mRNA	193.859
mRNA	172.317
mRNA	572.902
mRNA	636.798
mRNA	470.68
mRNA	530.848
mRNA	1.7559
mRNA	1577.86
mRNA	613.796
mRNA	2198.86
mRNA	129.4
mRNA	976.563
mRNA	399.393
mRNA	112.647
mRNA	1.2516
mRNA	4.1237
mRNA	148.692
mRNA	391.257
mRNA	0.5161
mRNA	274.371
mRNA	0
mRNA	104.136
mRNA	3.4453
mRNA	2444.84
mRNA	9168.48
mRNA	2135.58
mRNA	3176.94
mRNA	2.48
mRNA	1388.07
mRNA	1485.86
mRNA	1696.47
mRNA	1209.7
mRNA	43.0723
mRNA	469.15
mRNA	171.692
mRNA	14111.6
mRNA	1314.2
mRNA	0.6192
mRNA	0
mRNA	0
mRNA	1498.15
mRNA	1858.96
mRNA	0.2845
mRNA	1110.42
mRNA	248.999
mRNA	65.5067
mRNA	38.4844
mRNA	479.139
mRNA	4336.81
mRNA	0
mRNA	78.853
mRNA	239.041
mRNA	0.5737
mRNA	696.738
mRNA	803.441
mRNA	334.363
mRNA	136.567
mRNA	146.237
mRNA	2275.47
mRNA	313.043
mRNA	1794.68
mRNA	20.322
mRNA	112.926
mRNA	46.0751
mRNA	10.9604
mRNA	0
mRNA	0
mRNA	4.6802
mRNA	0
mRNA	24.7455
mRNA	1598.17
mRNA	466.583
mRNA	167.845
mRNA	7664.84
mRNA	21.5827
mRNA	103.143
mRNA	56.6694
mRNA	0.7979
mRNA	1159.28
mRNA	627.501
mRNA	1705.32
mRNA	0
mRNA	9306.06
mRNA	60.211
mRNA	3582.94
mRNA	1357.56
mRNA	325.41
mRNA	303.047
mRNA	5.5851
mRNA	188.964
mRNA	919.834
mRNA	83100.4
mRNA	272.779
mRNA	16.4034
mRNA	662.191
mRNA	0
mRNA	748.333
mRNA	1.1516
mRNA	106.424
mRNA	432.681
mRNA	402.062
mRNA	649.75
mRNA	86.1306
mRNA	184.931
mRNA	794.052
mRNA	522.854
mRNA	2296.88
mRNA	2.6405
mRNA	0.7582
mRNA	222.535
mRNA	86.4413
mRNA	321.265
mRNA	172.857
mRNA	136.85
mRNA	235.72
mRNA	477.252
mRNA	2.0192
mRNA	597.436
mRNA	402.605
mRNA	174.509
mRNA	141.08
mRNA	509.858
mRNA	242.697
mRNA	68.75
mRNA	2.2805
mRNA	227.831
mRNA	396.48
mRNA	12.2186
mRNA	172.475
mRNA	5.1107
mRNA	173.38
mRNA	241.704
mRNA	429.977
mRNA	1.0121
mRNA	321.639
mRNA	172.749
mRNA	137.646
mRNA	55.9401
mRNA	949.633
mRNA	776.977
mRNA	80.8038
mRNA	0
mRNA	0
mRNA	0
mRNA	403.237
mRNA	377.553
mRNA	126.427
mRNA	9415.97
mRNA	5.3863
mRNA	0
mRNA	60.1638
mRNA	228.169
mRNA	152.985
mRNA	0
mRNA	475.624
mRNA	2.6618
mRNA	1563.78
mRNA	1972.53
mRNA	345.415
mRNA	1378.02
mRNA	1749.71
mRNA	0
mRNA	161.29
mRNA	336.354
mRNA	55.5793
mRNA	0
mRNA	3704.84
mRNA	0
mRNA	2.3909
mRNA	2621.08
mRNA	964.513
mRNA	736.748
mRNA	730.396
mRNA	1490.85
mRNA	19.2605
mRNA	262.277
mRNA	201.926
mRNA	1.857
mRNA	159.287
mRNA	2102.25
mRNA	345.386
mRNA	66.9208
mRNA	55.8362
mRNA	0
mRNA	703.596
mRNA	37.0759
mRNA	1253.68
mRNA	2701.53
mRNA	702.845
mRNA	2051.81
mRNA	203.885
mRNA	115.397
mRNA	0
mRNA	641.615
mRNA	773.739
mRNA	3722.87
mRNA	1172.78
mRNA	1961.85
mRNA	76.5332
mRNA	10.1523
mRNA	4096.43
mRNA	185.261
mRNA	94.9555
mRNA	5210.45
mRNA	0.4218
mRNA	78.1089
mRNA	2.5063
mRNA	134.606
mRNA	20.6177
mRNA	427.37
mRNA	8.9469
mRNA	401.312
mRNA	143.551
mRNA	0
mRNA	5.8223
mRNA	8.4758
mRNA	4090.53
mRNA	391.017
mRNA	1914.42
mRNA	22417.4
mRNA	77.7706
mRNA	2623.01
mRNA	22.2791
mRNA	32.1911
mRNA	400
mRNA	2.5723
mRNA	1166.17
mRNA	826.908
mRNA	4.4643
mRNA	1311.64
mRNA	399.707
mRNA	758.399
mRNA	491.279
mRNA	0
mRNA	724.481
mRNA	707.445
mRNA	2633.9
mRNA	77.7258
mRNA	801.388
mRNA	2267.03
mRNA	0
mRNA	89.515
mRNA	22.2841
mRNA	0
mRNA	5.707
mRNA	938.649
mRNA	700
mRNA	0
mRNA	1760.2
mRNA	0
mRNA	27.8119
mRNA	6.0241
mRNA	542.138
mRNA	250.531
mRNA	8.0663
mRNA	724.705
mRNA	375.536
mRNA	396.339
mRNA	464.379
mRNA	414.678
mRNA	85.4817
mRNA	11232.6
mRNA	0
mRNA	177.186
mRNA	53.0587
mRNA	222.381
mRNA	1347.94
mRNA	52.7505
mRNA	2598.21
mRNA	0
mRNA	557.518
mRNA	0
mRNA	0
mRNA	313.876
mRNA	175.378
mRNA	578.372
mRNA	0.7522
mRNA	305.452
mRNA	1.4286
mRNA	6017.86
mRNA	0
mRNA	780.549
mRNA	6623.88
mRNA	1185.77
mRNA	39.9674
mRNA	226.229
mRNA	454.368
mRNA	810.818
mRNA	1109.73
mRNA	324.567
mRNA	0
mRNA	8.2042
mRNA	8057.45
mRNA	1.8797
mRNA	720.801
mRNA	38.2877
mRNA	368.022
mRNA	2674.46
mRNA	282.143
mRNA	2665.19
mRNA	3153.6
mRNA	0
mRNA	0
mRNA	12.2465
mRNA	1466.03
mRNA	0
mRNA	2119.25
mRNA	55.8871
mRNA	2155.98
mRNA	5.447
mRNA	1367.12
mRNA	0
mRNA	1005.55
mRNA	1584.05
mRNA	252.879
mRNA	272.043
mRNA	2419.46
mRNA	1.2618
mRNA	596.833
mRNA	1173.2
mRNA	3.3431
mRNA	0
mRNA	92.8054
mRNA	959.278
mRNA	3.4705
mRNA	495.538
mRNA	651.515
mRNA	0
mRNA	57.2148
mRNA	776.282
mRNA	0
mRNA	361.081
mRNA	1345.62
mRNA	72.6995
mRNA	11.7216
mRNA	575.454
mRNA	3.0703
mRNA	2119.26
mRNA	527.082
mRNA	173.122
mRNA	2935.04
mRNA	149.481
mRNA	166.88
mRNA	872.440000000001
mRNA	1746.39
mRNA	3.3407
mRNA	582.22
mRNA	719.106
mRNA	139.86
mRNA	507.219
mRNA	426.711
mRNA	202.139
mRNA	307.467
mRNA	5072.34
mRNA	156.925
mRNA	473.727
mRNA	1182.65
mRNA	4375.96
mRNA	299.599
mRNA	139.743
mRNA	0
mRNA	406.671
mRNA	146.493
mRNA	340.472
mRNA	148.215
mRNA	1.6598
mRNA	534.105
mRNA	1220.78
mRNA	776.578
mRNA	8134.5
mRNA	370.308
mRNA	552.788
mRNA	1.938
mRNA	9.1052
mRNA	45.3336
mRNA	4.4441
mRNA	1559.15
mRNA	677.504
mRNA	272.16
mRNA	0
mRNA	0
mRNA	7.6726
mRNA	234.656
mRNA	1060.9
mRNA	590.566
mRNA	1056.05
mRNA	469.457
mRNA	33.3516
mRNA	132.805
mRNA	648.435
mRNA	31930.9
mRNA	1812.52
mRNA	155.677
mRNA	692.995
mRNA	1175.45
mRNA	156.825
mRNA	0
mRNA	0.5656
mRNA	0
mRNA	50.6075
mRNA	431.592
mRNA	494.334
mRNA	494.505
mRNA	1588.57
mRNA	281.698
mRNA	331.88
mRNA	1549.82
mRNA	1821.89
mRNA	5205.53
mRNA	222.222
mRNA	454.186
mRNA	595.438
mRNA	4.7271
mRNA	1623.58
mRNA	3453.62
mRNA	627.199
mRNA	4740.1
mRNA	32.3144
mRNA	213.74
mRNA	1566.29
mRNA	275.785
mRNA	972.913
mRNA	0
mRNA	0
mRNA	524.898
mRNA	23.7113
mRNA	1918.8
mRNA	7245.9
mRNA	272.548
mRNA	1160.2
mRNA	912.652
mRNA	292.042
mRNA	0
mRNA	0
mRNA	252.131
mRNA	1094.93
mRNA	28.9855
mRNA	9588.32000000001
mRNA	49.256
mRNA	0
mRNA	0
mRNA	450.37
mRNA	327.676
mRNA	2183.03
mRNA	0.7305
mRNA	139.878
mRNA	0
mRNA	106.159
mRNA	604.615
mRNA	24.9784
mRNA	0
mRNA	621.523
mRNA	402.388
mRNA	0
mRNA	2.286
mRNA	180.936
mRNA	3816.95
mRNA	207.575
mRNA	0
mRNA	4.2685
mRNA	2742.98
mRNA	2034.76
mRNA	4.8151
mRNA	123.941
mRNA	0
mRNA	1025.46
mRNA	553.067
mRNA	2262.74
mRNA	847.483999999999
mRNA	387.685
mRNA	1.218
mRNA	435.145
mRNA	2941.12
mRNA	258.985
mRNA	2.8276
mRNA	0
mRNA	15.3316
mRNA	311.558
mRNA	890.771
mRNA	231.204
mRNA	13.2248
mRNA	224.224
mRNA	989.005
mRNA	335.647
mRNA	720.093
mRNA	0
mRNA	304.089
mRNA	2275.96
mRNA	821.607
mRNA	2604.78
mRNA	832.704
mRNA	152.418
mRNA	2241.89
mRNA	547.176
mRNA	1994
mRNA	322.377
mRNA	299.995
mRNA	1026.54
mRNA	0.3012
mRNA	898.596
mRNA	1038.07
mRNA	587.369
mRNA	977.768
mRNA	644.625
mRNA	28.5012
mRNA	1861.49
mRNA	3009.51
mRNA	1487.71
mRNA	1048.67
mRNA	0
mRNA	2658.1
mRNA	811.306
mRNA	710.531
mRNA	7.0789
mRNA	28.463
mRNA	288.969
mRNA	991.026999999999
mRNA	1906.61
mRNA	181.141
mRNA	0
mRNA	780.915
mRNA	8.9503
mRNA	205.652
mRNA	2090.79
mRNA	621.212
mRNA	525.914
mRNA	0
mRNA	953.892
mRNA	877.651
mRNA	0
mRNA	9666.14
mRNA	3327.09
mRNA	688.993
mRNA	0
mRNA	23561.9
mRNA	103.969
mRNA	317.362
mRNA	261.131
mRNA	102.467
mRNA	11.3051
mRNA	68.287
mRNA	16825.1
mRNA	321.016
mRNA	1523.84
mRNA	61.3237
mRNA	1.143
mRNA	1905.98
mRNA	141.524
mRNA	691.071
mRNA	27.4212
mRNA	77.4811
mRNA	962.182
mRNA	80.3438
mRNA	0
mRNA	370.417
mRNA	2186.38
mRNA	802.805
mRNA	1169.64
mRNA	63.3193
mRNA	790.573
mRNA	3.3708
mRNA	5.8664
mRNA	23.592
mRNA	145.166
mRNA	4906.25
mRNA	224.971
mRNA	54.7748
mRNA	0
mRNA	2756.33
mRNA	4650.27
mRNA	0
mRNA	70.619
mRNA	1.2464
mRNA	133717
mRNA	0
mRNA	0.6929
mRNA	1.5939
mRNA	606.188
mRNA	0.551
mRNA	2163.48
mRNA	6544.87
mRNA	1525.56
mRNA	46.5324
mRNA	1026.56
mRNA	0.4439
mRNA	21.2677
mRNA	824.805
mRNA	0
mRNA	1.199
mRNA	0
mRNA	56.6483
mRNA	40.7344
mRNA	6.785
mRNA	383.937
mRNA	86.5006
mRNA	948.075
mRNA	459.284
mRNA	0
mRNA	160.65
mRNA	6.6191
mRNA	63.0497
mRNA	282.813
mRNA	1413.56
mRNA	0
mRNA	335.087
mRNA	19.9734
mRNA	3308.1
mRNA	634.667
mRNA	363.074
mRNA	474.072
mRNA	3361.43
mRNA	153.238
mRNA	2764.97
mRNA	439.297
mRNA	88.3818
mRNA	487.994
mRNA	0
mRNA	933.887
mRNA	1710.88
mRNA	456.676
mRNA	0
mRNA	911.609
mRNA	2249.88
mRNA	14.3223
mRNA	364.243
mRNA	0.6431
mRNA	802.078
mRNA	4.9618
mRNA	0.8711
mRNA	78.039
mRNA	915.047
mRNA	10438.3
mRNA	1593.98
mRNA	1218.83
mRNA	200.412
mRNA	397.364
mRNA	0
mRNA	214.35
mRNA	5.1305
mRNA	1105.41
mRNA	0
mRNA	289.534
mRNA	2258.53
mRNA	748.75
mRNA	935.131000000001
mRNA	474.287
mRNA	50.8172
mRNA	11.802
mRNA	202.581
mRNA	0
mRNA	45.1866
mRNA	95.5224
mRNA	74.366
mRNA	119.615
mRNA	83.6378
mRNA	12710.9
mRNA	192.003
mRNA	0
mRNA	1483.59
mRNA	0
mRNA	0
mRNA	4806.27
mRNA	4027.86
