layer	PC	variance_explained	variance_explained_percent
DNA methylation	PC20	0.004193469905351546	0.419
DNA methylation	PC21	0.004035298411760449	0.404
DNA methylation	PC22	0.00355623119516247	0.356
DNA methylation	PC23	0.003454866344287807	0.345
DNA methylation	PC24	0.003444242144025258	0.344
DNA methylation	PC25	0.0033242127248064505	0.332
DNA methylation	PC26	0.0032631849463465867	0.326
DNA methylation	PC27	0.0030693063161230773	0.307
DNA methylation	PC28	0.002942747980673531	0.294
DNA methylation	PC29	0.0028929768386042887	0.289
DNA methylation	PC30	0.0028074081872352923	0.281
DNA methylation	PC31	0.0027915103666963778	0.279
DNA methylation	PC32	0.002714526476636244	0.271
DNA methylation	PC33	0.00262679331834608	0.263
DNA methylation	PC34	0.002567468413244097	0.257
DNA methylation	PC35	0.0024339296040130818	0.243
DNA methylation	PC36	0.0024188573617066156	0.242
DNA methylation	PC37	0.0023911844148552836	0.239
DNA methylation	PC38	0.002355297740006959	0.236
DNA methylation	PC39	0.002311116353455177	0.231
DNA methylation	PC40	0.002276471028742919	0.228
DNA methylation	PC41	0.002242964972306318	0.224
DNA methylation	PC42	0.0021917551815396133	0.219
DNA methylation	PC43	0.002123912337301545	0.212
DNA methylation	PC44	0.0020740816322100722	0.207
DNA methylation	PC45	0.0020583350441512587	0.206
DNA methylation	PC46	0.002042789893117086	0.204
DNA methylation	PC47	0.0020268123948770428	0.203
DNA methylation	PC48	0.001970991527001317	0.197
DNA methylation	PC49	0.0019551255204847424	0.196
DNA methylation	PC50	0.001935091869085537	0.194
DNA methylation	PC51	0.0018712195340447625	0.187
DNA methylation	PC52	0.001857137410681487	0.186
DNA methylation	PC53	0.0018477901071691839	0.185
DNA methylation	PC54	0.001830052499351264	0.183
DNA methylation	PC55	0.0018041672609789973	0.18
DNA methylation	PC56	0.0017812241401016233	0.178
DNA methylation	PC57	0.0017637049527036979	0.176
DNA methylation	PC58	0.0017425530864851	0.174
DNA methylation	PC59	0.001722703074426056	0.172
DNA methylation	PC60	0.0017121037258310226	0.171
DNA methylation	PC61	0.0016920886759651385	0.169
DNA methylation	PC62	0.0016752274591975865	0.168
DNA methylation	PC63	0.001659655361286964	0.166
DNA methylation	PC64	0.0016453843006708306	0.165
DNA methylation	PC65	0.001630125591949666	0.163
DNA methylation	PC66	0.001622973831688536	0.162
DNA methylation	PC67	0.0016112227932654545	0.161
DNA methylation	PC68	0.0015997303288211157	0.16
DNA methylation	PC69	0.001586221351064558	0.159
DNA methylation	PC70	0.001565808866427424	0.157
DNA methylation	PC71	0.0015366939580825328	0.154
DNA methylation	PC72	0.0015326357983035143	0.153
DNA methylation	PC73	0.0015184716820723497	0.152
DNA methylation	PC74	0.0015071058575210207	0.151
DNA methylation	PC75	0.001501540943171808	0.15
DNA methylation	PC76	0.0014973343712619649	0.15
DNA methylation	PC77	0.001453132981228737	0.145
DNA methylation	PC78	0.0014500890456069563	0.145
DNA methylation	PC79	0.001443673931361902	0.144
DNA methylation	PC80	0.0014289840390051556	0.143
DNA methylation	PC81	0.0014148241523997066	0.141
DNA methylation	PC82	0.0014020609342910869	0.14
DNA methylation	PC83	0.001396007630512984	0.14
DNA methylation	PC84	0.001376225937445946	0.138
DNA methylation	PC85	0.0013639602569982825	0.136
DNA methylation	PC86	0.0013628568852098865	0.136
DNA methylation	PC87	0.0013437918032072138	0.134
DNA methylation	PC88	0.001336715005227588	0.134
DNA methylation	PC89	0.0013335455973331539	0.133
DNA methylation	PC90	0.001319057451322631	0.132
DNA methylation	PC91	0.0013181176452944632	0.132
DNA methylation	PC92	0.0013117116460519978	0.131
DNA methylation	PC93	0.0013027422758759514	0.13
DNA methylation	PC94	0.0012939785741921262	0.129
DNA methylation	PC95	0.0012810934528020965	0.128
DNA methylation	PC96	0.0012681013445647357	0.127
DNA methylation	PC97	0.0012643750670145776	0.126
DNA methylation	PC98	0.0012560093053931383	0.126
DNA methylation	PC99	0.0012456287258098648	0.125
DNA methylation	PC100	0.0012365420417927452	0.124
DNA methylation	PC101	0.0012307409107871977	0.123
DNA methylation	PC102	0.0012195254615540495	0.122
DNA methylation	PC103	0.0012114999888483285	0.121
DNA methylation	PC104	0.0012028014690309724	0.12
DNA methylation	PC105	0.0011912561272410158	0.119
DNA methylation	PC106	0.001189622675652155	0.119
DNA methylation	PC107	0.0011844914583773157	0.118
DNA methylation	PC108	0.0011737295626998297	0.117
DNA methylation	PC109	0.0011658379025229573	0.117
DNA methylation	PC110	0.0011556232460881008	0.116
DNA methylation	PC111	0.0011528378237186609	0.115
DNA methylation	PC112	0.0011450279936935826	0.115
DNA methylation	PC113	0.0011377895027881732	0.114
DNA methylation	PC114	0.001133341310482592	0.113
DNA methylation	PC115	0.0011314730446638764	0.113
DNA methylation	PC116	0.001117440447057401	0.112
DNA methylation	PC117	0.0011077678573021851	0.111
DNA methylation	PC118	0.001104527577041128	0.11
DNA methylation	PC119	0.001103235488526878	0.11
DNA methylation	PC120	0.0010956856362357513	0.11
DNA methylation	PC121	0.0010877096724851724	0.109
DNA methylation	PC122	0.0010825805796400283	0.108
DNA methylation	PC123	0.0010729736654776587	0.107
DNA methylation	PC124	0.0010695397880305553	0.107
DNA methylation	PC125	0.0010656566660869602	0.107
DNA methylation	PC126	0.0010575634452701227	0.106
DNA methylation	PC127	0.00105583193216358	0.106
DNA methylation	PC128	0.0010525652445737648	0.105
DNA methylation	PC129	0.0010429940729367183	0.104
DNA methylation	PC130	0.001041591466158301	0.104
DNA methylation	PC131	0.0010362771022175599	0.104
DNA methylation	PC132	0.001030410486375085	0.103
DNA methylation	PC133	0.0010250473068929027	0.103
DNA methylation	PC134	0.0010230085600976893	0.102
DNA methylation	PC135	0.0010212516859271045	0.102
DNA methylation	PC136	0.0010190913029165002	0.102
DNA methylation	PC137	0.0010083573966306828	0.101
DNA methylation	PC138	0.0010044711011610627	0.1
DNA methylation	PC139	0.0010029916805091347	0.1
DNA methylation	PC140	9.956931214370197e-4	0.1
DNA methylation	PC141	9.908043113176182e-4	0.099
DNA methylation	PC142	9.849248028334005e-4	0.098
DNA methylation	PC143	9.807808926417493e-4	0.098
DNA methylation	PC144	9.705352037005635e-4	0.097
DNA methylation	PC145	9.699761386063024e-4	0.097
DNA methylation	PC146	9.672588141868415e-4	0.097
DNA methylation	PC147	9.623412715122144e-4	0.096
DNA methylation	PC148	9.586789958157726e-4	0.096
DNA methylation	PC149	9.532588226107449e-4	0.095
DNA methylation	PC150	9.507290895510714e-4	0.095
DNA methylation	PC151	9.474837975611896e-4	0.095
DNA methylation	PC152	9.418024733787382e-4	0.094
DNA methylation	PC153	9.35157710853243e-4	0.094
DNA methylation	PC154	9.289017527122789e-4	0.093
DNA methylation	PC155	9.271286574889761e-4	0.093
DNA methylation	PC156	9.217817350057761e-4	0.092
DNA methylation	PC157	9.167132287230817e-4	0.092
DNA methylation	PC158	9.114349921767602e-4	0.091
DNA methylation	PC159	9.065814849886177e-4	0.091
DNA methylation	PC160	9.052740038021679e-4	0.091
DNA methylation	PC161	8.997362528628024e-4	0.09
DNA methylation	PC162	8.954955708014534e-4	0.09
DNA methylation	PC163	8.922031173262999e-4	0.089
DNA methylation	PC164	8.915396414136143e-4	0.089
DNA methylation	PC165	8.863440441359225e-4	0.089
DNA methylation	PC166	8.803909341347686e-4	0.088
DNA methylation	PC167	8.767572264380635e-4	0.088
DNA methylation	PC168	8.720907155768552e-4	0.087
DNA methylation	PC169	8.656915431785518e-4	0.087
DNA methylation	PC170	8.637273194668255e-4	0.086
DNA methylation	PC171	8.586011750101233e-4	0.086
DNA methylation	PC172	8.568494385439219e-4	0.086
DNA methylation	PC173	8.527586328811602e-4	0.085
DNA methylation	PC174	8.472063718054473e-4	0.085
DNA methylation	PC175	8.455543963676871e-4	0.085
DNA methylation	PC176	8.41827884043961e-4	0.084
DNA methylation	PC177	8.354698290101153e-4	0.084
DNA methylation	PC178	8.334611062804086e-4	0.083
DNA methylation	PC179	8.297291825374225e-4	0.083
DNA methylation	PC180	8.257672795563265e-4	0.083
DNA methylation	PC181	8.217915746705861e-4	0.082
DNA methylation	PC182	8.174207406317261e-4	0.082
DNA methylation	PC183	8.155551317536088e-4	0.082
DNA methylation	PC184	8.124056024789703e-4	0.081
DNA methylation	PC185	8.061138867897447e-4	0.081
DNA methylation	PC186	8.045688239322275e-4	0.08
DNA methylation	PC187	8.027743683787273e-4	0.08
DNA methylation	PC188	7.988301065680814e-4	0.08
DNA methylation	PC189	7.961385428748953e-4	0.08
DNA methylation	PC190	7.940847099838408e-4	0.079
DNA methylation	PC191	7.882092932060832e-4	0.079
DNA methylation	PC192	7.837930103967815e-4	0.078
DNA methylation	PC193	7.811440407082113e-4	0.078
DNA methylation	PC194	7.764058855887102e-4	0.078
DNA methylation	PC195	7.733481195787679e-4	0.077
DNA methylation	PC196	7.719305950377849e-4	0.077
DNA methylation	PC197	7.675680022455763e-4	0.077
DNA methylation	PC198	7.623450886007804e-4	0.076
DNA methylation	PC199	7.614938367892089e-4	0.076
DNA methylation	PC200	7.592559444929469e-4	0.076
DNA methylation	PC201	7.562309414891088e-4	0.076
DNA methylation	PC202	7.554818929258855e-4	0.076
DNA methylation	PC203	7.492052108675934e-4	0.075
DNA methylation	PC204	7.44478185551599e-4	0.074
DNA methylation	PC205	7.436462192959059e-4	0.074
DNA methylation	PC206	7.396650055815349e-4	0.074
DNA methylation	PC207	7.362665296792632e-4	0.074
DNA methylation	PC208	7.352505477823197e-4	0.074
DNA methylation	PC209	7.286661664588463e-4	0.073
DNA methylation	PC210	7.251469934994615e-4	0.073
DNA methylation	PC211	7.222553173001372e-4	0.072
DNA methylation	PC212	7.197307649345828e-4	0.072
DNA methylation	PC213	7.185059331468132e-4	0.072
DNA methylation	PC214	7.166123521678682e-4	0.072
DNA methylation	PC215	7.1471918338361e-4	0.071
DNA methylation	PC216	7.143500910863285e-4	0.071
DNA methylation	PC217	7.058616692832009e-4	0.071
DNA methylation	PC218	7.041556345868928e-4	0.07
DNA methylation	PC219	7.012309879097331e-4	0.07
DNA methylation	PC220	6.982081704727109e-4	0.07
DNA methylation	PC221	6.958235803226117e-4	0.07
DNA methylation	PC222	6.940707315368143e-4	0.069
DNA methylation	PC223	6.889499887163498e-4	0.069
DNA methylation	PC224	6.83970866607297e-4	0.068
DNA methylation	PC225	6.814513242922918e-4	0.068
DNA methylation	PC226	6.791700404798856e-4	0.068
DNA methylation	PC227	6.766125895907701e-4	0.068
DNA methylation	PC228	6.756954435046899e-4	0.068
DNA methylation	PC229	6.74490516191197e-4	0.067
DNA methylation	PC230	6.715354838217015e-4	0.067
DNA methylation	PC231	6.702595938153133e-4	0.067
DNA methylation	PC232	6.658592835026255e-4	0.067
DNA methylation	PC233	6.620281097965815e-4	0.066
DNA methylation	PC234	6.598250453102431e-4	0.066
DNA methylation	PC235	6.580267852053342e-4	0.066
DNA methylation	PC236	6.546564178332722e-4	0.065
DNA methylation	PC237	6.534190834719449e-4	0.065
DNA methylation	PC238	6.483944152878094e-4	0.065
DNA methylation	PC239	6.463816228941445e-4	0.065
DNA methylation	PC240	6.456052257386986e-4	0.065
DNA methylation	PC241	6.426985032106763e-4	0.064
DNA methylation	PC242	6.421318486575091e-4	0.064
DNA methylation	PC243	6.39259570702339e-4	0.064
DNA methylation	PC244	6.370475868504405e-4	0.064
DNA methylation	PC245	6.365159221082699e-4	0.064
DNA methylation	PC246	6.316727117848972e-4	0.063
DNA methylation	PC247	6.308949927199119e-4	0.063
DNA methylation	PC248	6.278312485124019e-4	0.063
DNA methylation	PC249	6.215823788550556e-4	0.062
DNA methylation	PC250	6.184826588891997e-4	0.062
DNA methylation	PC251	6.180882695692827e-4	0.062
DNA methylation	PC252	6.165654660617493e-4	0.062
DNA methylation	PC253	6.124707873192156e-4	0.061
DNA methylation	PC254	6.100707350395224e-4	0.061
DNA methylation	PC255	6.089394436599033e-4	0.061
DNA methylation	PC256	6.069383915942548e-4	0.061
DNA methylation	PC257	6.043845482149763e-4	0.06
DNA methylation	PC258	6.040342554591617e-4	0.06
DNA methylation	PC259	5.998997311761402e-4	0.06
DNA methylation	PC260	5.983272797572549e-4	0.06
DNA methylation	PC261	5.96990001463363e-4	0.06
DNA methylation	PC262	5.920729240935488e-4	0.059
DNA methylation	PC263	5.909982184007409e-4	0.059
DNA methylation	PC264	5.870986141386226e-4	0.059
DNA methylation	PC265	5.861514526226444e-4	0.059
DNA methylation	PC266	5.822043367375188e-4	0.058
DNA methylation	PC267	5.81466031159336e-4	0.058
DNA methylation	PC268	5.791777463547491e-4	0.058
DNA methylation	PC269	5.765561297458466e-4	0.058
DNA methylation	PC270	5.713937063969914e-4	0.057
DNA methylation	PC271	5.701647029389625e-4	0.057
DNA methylation	PC272	5.67336383917125e-4	0.057
DNA methylation	PC273	5.642448334347502e-4	0.056
DNA methylation	PC274	5.634908792497274e-4	0.056
DNA methylation	PC275	5.618664613432548e-4	0.056
DNA methylation	PC276	5.592750293111705e-4	0.056
DNA methylation	PC277	5.567596472150916e-4	0.056
DNA methylation	PC278	5.558866912112236e-4	0.056
DNA methylation	PC279	5.516377782055216e-4	0.055
DNA methylation	PC280	5.514637846002853e-4	0.055
DNA methylation	PC281	5.489765928571451e-4	0.055
DNA methylation	PC282	5.443569714835772e-4	0.054
DNA methylation	PC283	5.43626489578564e-4	0.054
DNA methylation	PC284	5.426865842348315e-4	0.054
DNA methylation	PC285	5.391076918267685e-4	0.054
DNA methylation	PC286	5.352803588246955e-4	0.054
DNA methylation	PC287	5.351851148537828e-4	0.054
DNA methylation	PC288	5.330159114858466e-4	0.053
DNA methylation	PC289	5.325630166542705e-4	0.053
DNA methylation	PC290	5.298748575767031e-4	0.053
DNA methylation	PC291	5.260340443047722e-4	0.053
DNA methylation	PC292	5.252586826479902e-4	0.053
DNA methylation	PC293	5.246372182585225e-4	0.052
DNA methylation	PC294	5.230770494967429e-4	0.052
DNA methylation	PC295	5.213688091325769e-4	0.052
DNA methylation	PC296	5.185721032508766e-4	0.052
DNA methylation	PC297	5.147553046120765e-4	0.051
DNA methylation	PC298	5.108721083070932e-4	0.051
DNA methylation	PC299	5.096702373652142e-4	0.051
DNA methylation	PC300	5.074257760748057e-4	0.051
DNA methylation	PC301	5.04983074047618e-4	0.05
DNA methylation	PC302	5.036335475578197e-4	0.05
DNA methylation	PC303	5.018302917735793e-4	0.05
DNA methylation	PC304	4.995368200393173e-4	0.05
DNA methylation	PC305	4.97027125417861e-4	0.05
DNA methylation	PC306	4.962153821325202e-4	0.05
DNA methylation	PC307	4.948838579923073e-4	0.049
DNA methylation	PC308	4.917758753325198e-4	0.049
DNA methylation	PC309	4.886351974237195e-4	0.049
DNA methylation	PC310	4.877499414823752e-4	0.049
DNA methylation	PC311	4.856819614013036e-4	0.049
DNA methylation	PC312	4.847785815455526e-4	0.048
DNA methylation	PC313	4.828261271925085e-4	0.048
DNA methylation	PC314	4.809118860719758e-4	0.048
DNA methylation	PC315	4.77233304485224e-4	0.048
DNA methylation	PC316	4.7376229123326767e-4	0.047
DNA methylation	PC317	4.734304692117545e-4	0.047
DNA methylation	PC318	4.715271837513365e-4	0.047
DNA methylation	PC319	4.7029914809559756e-4	0.047
DNA methylation	PC320	4.6884560890982796e-4	0.047
DNA methylation	PC321	4.6678907282757335e-4	0.047
DNA methylation	PC322	4.650865651812002e-4	0.047
DNA methylation	PC323	4.642313215260677e-4	0.046
DNA methylation	PC324	4.632564965381822e-4	0.046
DNA methylation	PC325	4.6137964593676457e-4	0.046
DNA methylation	PC326	4.595618456736025e-4	0.046
DNA methylation	PC327	4.58423810240242e-4	0.046
DNA methylation	PC328	4.5565143823141747e-4	0.046
DNA methylation	PC329	4.537708096830352e-4	0.045
DNA methylation	PC330	4.5227214499557277e-4	0.045
DNA methylation	PC331	4.471731470258032e-4	0.045
DNA methylation	PC332	4.445825800217204e-4	0.044
DNA methylation	PC333	4.437262705083036e-4	0.044
DNA methylation	PC334	4.4146321459021535e-4	0.044
DNA methylation	PC335	4.405418053894101e-4	0.044
DNA methylation	PC336	4.397929136747759e-4	0.044
DNA methylation	PC337	4.364205766669164e-4	0.044
DNA methylation	PC338	4.361801246044095e-4	0.044
DNA methylation	PC339	4.3309809273734046e-4	0.043
DNA methylation	PC340	4.326752866358248e-4	0.043
DNA methylation	PC341	4.3040047651226123e-4	0.043
DNA methylation	PC342	4.285390803126709e-4	0.043
DNA methylation	PC343	4.2635644861649505e-4	0.043
DNA methylation	PC344	4.2516694155483544e-4	0.043
DNA methylation	PC345	4.24570614754559e-4	0.042
DNA methylation	PC346	4.226525874916656e-4	0.042
DNA methylation	PC347	4.208635257342086e-4	0.042
DNA methylation	PC348	4.1977051130466877e-4	0.042
DNA methylation	PC349	4.1744404486990835e-4	0.042
DNA methylation	PC350	4.152833843396802e-4	0.042
DNA methylation	PC351	4.130326418557164e-4	0.041
DNA methylation	PC352	4.1154099786910387e-4	0.041
DNA methylation	PC353	4.101164130846155e-4	0.041
DNA methylation	PC354	4.0908445143437636e-4	0.041
DNA methylation	PC355	4.0767980626170387e-4	0.041
DNA methylation	PC356	4.051738131514903e-4	0.041
DNA methylation	PC357	4.047040408664469e-4	0.04
DNA methylation	PC358	4.0284205768898525e-4	0.04
DNA methylation	PC359	4.024320225619467e-4	0.04
DNA methylation	PC360	4.00927076704395e-4	0.04
DNA methylation	PC361	3.989316907370038e-4	0.04
DNA methylation	PC362	3.968760594537938e-4	0.04
DNA methylation	PC363	3.951169305512232e-4	0.04
DNA methylation	PC364	3.9356342146657446e-4	0.039
DNA methylation	PC365	3.910684874044785e-4	0.039
DNA methylation	PC366	3.9022701493007675e-4	0.039
DNA methylation	PC367	3.8889826058636004e-4	0.039
DNA methylation	PC368	3.879014055363817e-4	0.039
DNA methylation	PC369	3.847821029796184e-4	0.038
DNA methylation	PC370	3.8336841103318387e-4	0.038
DNA methylation	PC371	3.820984993769718e-4	0.038
DNA methylation	PC372	3.814795469117818e-4	0.038
DNA methylation	PC373	3.7756198740094947e-4	0.038
DNA methylation	PC374	3.770420479042687e-4	0.038
DNA methylation	PC375	3.7528911055202734e-4	0.038
DNA methylation	PC376	3.738933121465758e-4	0.037
DNA methylation	PC377	3.726637044521566e-4	0.037
DNA methylation	PC378	3.714939227667657e-4	0.037
DNA methylation	PC379	3.707027321485536e-4	0.037
DNA methylation	PC380	3.6803232403536334e-4	0.037
DNA methylation	PC381	3.6736392272699827e-4	0.037
DNA methylation	PC382	3.6689794931680353e-4	0.037
DNA methylation	PC383	3.637800819625136e-4	0.036
DNA methylation	PC384	3.635294721921546e-4	0.036
DNA methylation	PC385	3.6134498954162045e-4	0.036
DNA methylation	PC386	3.584670080463122e-4	0.036
DNA methylation	PC387	3.578427433058494e-4	0.036
DNA methylation	PC388	3.5697917307398456e-4	0.036
DNA methylation	PC389	3.552686747616144e-4	0.036
DNA methylation	PC390	3.5421278087281727e-4	0.035
DNA methylation	PC391	3.520554501613306e-4	0.035
DNA methylation	PC392	3.510132988302834e-4	0.035
DNA methylation	PC393	3.4917169886138316e-4	0.035
DNA methylation	PC394	3.480003260574791e-4	0.035
DNA methylation	PC395	3.461674306517853e-4	0.035
DNA methylation	PC396	3.448769915349761e-4	0.034
DNA methylation	PC397	3.4473427856837233e-4	0.034
DNA methylation	PC398	0.00034210486087751085	0.034
DNA methylation	PC399	3.3988262629484634e-4	0.034
DNA methylation	PC400	3.390778454248167e-4	0.034
DNA methylation	PC401	3.379491602237242e-4	0.034
DNA methylation	PC402	3.3605533823844195e-4	0.034
DNA methylation	PC403	3.347950182395441e-4	0.033
DNA methylation	PC404	3.335053299759432e-4	0.033
DNA methylation	PC405	3.324681477654912e-4	0.033
DNA methylation	PC406	3.3104143418358483e-4	0.033
DNA methylation	PC407	3.3036952545526183e-4	0.033
DNA methylation	PC408	3.290314206384248e-4	0.033
DNA methylation	PC409	3.2686359879418805e-4	0.033
DNA methylation	PC410	3.257606807508317e-4	0.033
DNA methylation	PC411	3.2531613291203216e-4	0.033
DNA methylation	PC412	3.224994976562187e-4	0.032
DNA methylation	PC413	3.2146573615971e-4	0.032
DNA methylation	PC414	3.2043725063703594e-4	0.032
DNA methylation	PC415	3.2004569559954463e-4	0.032
DNA methylation	PC416	3.1858197398884397e-4	0.032
DNA methylation	PC417	3.170332533677327e-4	0.032
DNA methylation	PC418	3.137498003433237e-4	0.031
DNA methylation	PC419	3.128375845463273e-4	0.031
DNA methylation	PC420	3.111494850181524e-4	0.031
DNA methylation	PC421	3.09988096113237e-4	0.031
DNA methylation	PC422	3.086964110676772e-4	0.031
DNA methylation	PC423	3.068543462533086e-4	0.031
DNA methylation	PC424	3.057454997554301e-4	0.031
DNA methylation	PC425	3.0554486885512943e-4	0.031
DNA methylation	PC426	3.023006603114521e-4	0.03
DNA methylation	PC427	3.017197163901964e-4	0.03
DNA methylation	PC428	3.010898690795361e-4	0.03
DNA methylation	PC429	3.0003416351828726e-4	0.03
DNA methylation	PC430	2.983138302157007e-4	0.03
DNA methylation	PC431	2.9694076688092843e-4	0.03
DNA methylation	PC432	2.963508600664452e-4	0.03
DNA methylation	PC433	2.9409802692584503e-4	0.029
DNA methylation	PC434	2.9329995333874785e-4	0.029
DNA methylation	PC435	2.9287659833473464e-4	0.029
DNA methylation	PC436	2.9182387648200647e-4	0.029
DNA methylation	PC437	2.89401381596486e-4	0.029
DNA methylation	PC438	2.887262731734906e-4	0.029
DNA methylation	PC439	2.877236231400489e-4	0.029
DNA methylation	PC440	2.8556259730656716e-4	0.029
DNA methylation	PC441	2.851125703686461e-4	0.029
DNA methylation	PC442	2.8269198751804505e-4	0.028
DNA methylation	PC443	2.805587431444917e-4	0.028
DNA methylation	PC444	2.794358977218592e-4	0.028
DNA methylation	PC445	2.785296036313859e-4	0.028
DNA methylation	PC446	2.7759394624366857e-4	0.028
DNA methylation	PC447	2.759530657483898e-4	0.028
DNA methylation	PC448	2.7548072049412024e-4	0.028
DNA methylation	PC449	2.742070981667985e-4	0.027
DNA methylation	PC450	2.7196520586005984e-4	0.027
DNA methylation	PC451	2.7154400034158974e-4	0.027
DNA methylation	PC452	2.7022724570122456e-4	0.027
DNA methylation	PC453	2.687795178604306e-4	0.027
DNA methylation	PC454	2.674444848992258e-4	0.027
DNA methylation	PC455	2.6639396391922414e-4	0.027
DNA methylation	PC456	2.6530657560756084e-4	0.027
DNA methylation	PC457	2.6466034857110384e-4	0.026
DNA methylation	PC458	2.621915744456198e-4	0.026
DNA methylation	PC459	2.6150883801256166e-4	0.026
DNA methylation	PC460	2.601125480565754e-4	0.026
DNA methylation	PC461	2.5738576906146566e-4	0.026
DNA methylation	PC462	2.564212643803644e-4	0.026
DNA methylation	PC463	2.5552849162186283e-4	0.026
DNA methylation	PC464	2.549136085222945e-4	0.025
DNA methylation	PC465	2.5374269018058163e-4	0.025
DNA methylation	PC466	2.5178452318740406e-4	0.025
DNA methylation	PC467	2.5157960221647654e-4	0.025
DNA methylation	PC468	2.5059043464030375e-4	0.025
DNA methylation	PC469	2.4940387726596927e-4	0.025
DNA methylation	PC470	2.4864084377402396e-4	0.025
DNA methylation	PC471	2.471490192027453e-4	0.025
DNA methylation	PC472	2.4529731064297847e-4	0.025
DNA methylation	PC473	2.442766084060136e-4	0.024
DNA methylation	PC474	2.4300225043524053e-4	0.024
DNA methylation	PC475	2.4122253725689452e-4	0.024
DNA methylation	PC476	2.3997914404778742e-4	0.024
DNA methylation	PC477	2.38070956720021e-4	0.024
DNA methylation	PC478	2.3802225292566916e-4	0.024
DNA methylation	PC479	2.3729302377599972e-4	0.024
DNA methylation	PC480	2.353913685862293e-4	0.024
DNA methylation	PC481	2.3505589886072835e-4	0.024
DNA methylation	PC482	2.3371857506291734e-4	0.023
DNA methylation	PC483	2.3242890601498652e-4	0.023
DNA methylation	PC484	2.3122272924197852e-4	0.023
DNA methylation	PC485	2.2906595165922807e-4	0.023
DNA methylation	PC486	2.282550408996987e-4	0.023
DNA methylation	PC487	2.2736669599118366e-4	0.023
DNA methylation	PC488	2.250845695812712e-4	0.023
DNA methylation	PC489	2.240670849643778e-4	0.022
DNA methylation	PC490	2.2245273986469551e-4	0.022
DNA methylation	PC491	2.210796203075098e-4	0.022
DNA methylation	PC492	2.19761228022635e-4	0.022
DNA methylation	PC493	2.1809528387136824e-4	0.022
DNA methylation	PC494	2.1698317299448407e-4	0.022
DNA methylation	PC495	2.166231903661902e-4	0.022
DNA methylation	PC496	2.157092118391628e-4	0.022
DNA methylation	PC497	2.144790741638125e-4	0.021
DNA methylation	PC498	2.1399971210986157e-4	0.021
DNA methylation	PC499	2.1297688660590545e-4	0.021
DNA methylation	PC500	2.1107888465731066e-4	0.021
DNA methylation	PC501	2.088430271383003e-4	0.021
DNA methylation	PC502	2.079969922813173e-4	0.021
DNA methylation	PC503	2.068213994612078e-4	0.021
DNA methylation	PC504	2.054463645327552e-4	0.021
DNA methylation	PC505	2.0402889095304241e-4	0.02
DNA methylation	PC506	2.0302158468309204e-4	0.02
DNA methylation	PC507	2.0116590949351157e-4	0.02
DNA methylation	PC508	1.990256757079853e-4	0.02
DNA methylation	PC509	1.9843658011619794e-4	0.02
DNA methylation	PC510	1.9781636224902737e-4	0.02
DNA methylation	PC511	1.9667352507675773e-4	0.02
DNA methylation	PC512	1.9467311178489205e-4	0.019
DNA methylation	PC513	1.9340156405174056e-4	0.019
DNA methylation	PC514	1.9179122740456463e-4	0.019
DNA methylation	PC515	1.907385958106329e-4	0.019
DNA methylation	PC516	1.899292785630763e-4	0.019
DNA methylation	PC517	1.8881440248870847e-4	0.019
DNA methylation	PC518	1.8866722249553933e-4	0.019
DNA methylation	PC519	1.8636589241793924e-4	0.019
DNA methylation	PC520	1.8504848852546823e-4	0.019
DNA methylation	PC521	1.8479556670901454e-4	0.018
DNA methylation	PC522	1.8358707514029766e-4	0.018
DNA methylation	PC523	1.8212998515321107e-4	0.018
DNA methylation	PC524	1.8116686561801622e-4	0.018
DNA methylation	PC525	1.8000548302139947e-4	0.018
DNA methylation	PC526	1.7713925289566796e-4	0.018
DNA methylation	PC527	1.761155386276989e-4	0.018
DNA methylation	PC528	1.743343633490522e-4	0.017
DNA methylation	PC529	1.720020900835273e-4	0.017
DNA methylation	PC530	1.7150381649510697e-4	0.017
DNA methylation	PC531	1.7011063859758002e-4	0.017
DNA methylation	PC532	1.6863520114511544e-4	0.017
DNA methylation	PC533	1.6740425508959735e-4	0.017
DNA methylation	PC534	1.6508315535199584e-4	0.017
DNA methylation	PC535	1.6398060011917667e-4	0.016
DNA methylation	PC536	1.6279980053897567e-4	0.016
DNA methylation	PC537	1.6163220237503897e-4	0.016
DNA methylation	PC538	1.5756248578644238e-4	0.016
DNA methylation	PC539	1.5535176324410805e-4	0.016
DNA methylation	PC540	1.5491698307413832e-4	0.015
DNA methylation	PC541	1.5250106059916583e-4	0.015
DNA methylation	PC542	1.5166022691725847e-4	0.015
DNA methylation	PC543	1.4863179294545767e-4	0.015
DNA methylation	PC544	1.4789204244260995e-4	0.015
DNA methylation	PC545	1.457030671312296e-4	0.015
DNA methylation	PC546	1.4264046553974226e-4	0.014
DNA methylation	PC547	1.410963211120904e-4	0.014
DNA methylation	PC548	1.397627234714951e-4	0.014
DNA methylation	PC549	1.3877198834876122e-4	0.014
DNA methylation	PC550	1.3787935010744058e-4	0.014
DNA methylation	PC551	1.313200936676292e-4	0.013
DNA methylation	PC552	1.311950912502466e-4	0.013
DNA methylation	PC553	1.2701296086053068e-4	0.013
DNA methylation	PC554	1.2384952897036581e-4	0.012
DNA methylation	PC555	1.2002674204262444e-4	0.012
DNA methylation	PC556	1.1860125162070447e-4	0.012
DNA methylation	PC557	1.16177718731999e-4	0.012
DNA methylation	PC558	1.132983889702363e-4	0.011
