layer	PC	PC_number	variance_explained	variance_explained_percent
DNA methylation	PC499	499	2.1297688660590542e-4	0.021
DNA methylation	PC500	500	2.110788846573106e-4	0.021
DNA methylation	PC501	501	2.0884302713830024e-4	0.021
DNA methylation	PC502	502	2.0799699228131726e-4	0.021
DNA methylation	PC503	503	2.0682139946120775e-4	0.021
DNA methylation	PC504	504	2.0544636453275516e-4	0.021
DNA methylation	PC505	505	2.040288909530424e-4	0.02
DNA methylation	PC506	506	2.0302158468309201e-4	0.02
DNA methylation	PC507	507	2.011659094935115e-4	0.02
DNA methylation	PC508	508	1.9902567570798525e-4	0.02
DNA methylation	PC509	509	1.9843658011619789e-4	0.02
DNA methylation	PC510	510	1.9781636224902732e-4	0.02
DNA methylation	PC511	511	1.9667352507675767e-4	0.02
DNA methylation	PC512	512	1.9467311178489202e-4	0.019
DNA methylation	PC513	513	1.9340156405174054e-4	0.019
DNA methylation	PC514	514	1.917912274045646e-4	0.019
DNA methylation	PC515	515	1.9073859581063285e-4	0.019
DNA methylation	PC516	516	1.8992927856307628e-4	0.019
DNA methylation	PC517	517	1.8881440248870844e-4	0.019
DNA methylation	PC518	518	1.886672224955393e-4	0.019
DNA methylation	PC519	519	1.863658924179392e-4	0.019
DNA methylation	PC520	520	1.850484885254682e-4	0.019
DNA methylation	PC521	521	1.847955667090145e-4	0.018
DNA methylation	PC522	522	1.835870751402976e-4	0.018
DNA methylation	PC523	523	1.8212998515321105e-4	0.018
DNA methylation	PC524	524	1.8116686561801617e-4	0.018
DNA methylation	PC525	525	1.8000548302139944e-4	0.018
DNA methylation	PC526	526	1.7713925289566793e-4	0.018
DNA methylation	PC527	527	1.7611553862769888e-4	0.018
DNA methylation	PC528	528	1.7433436334905218e-4	0.017
DNA methylation	PC529	529	1.7200209008352726e-4	0.017
DNA methylation	PC530	530	1.7150381649510692e-4	0.017
DNA methylation	PC531	531	1.7011063859758e-4	0.017
DNA methylation	PC532	532	1.6863520114511542e-4	0.017
DNA methylation	PC533	533	1.674042550895973e-4	0.017
DNA methylation	PC534	534	1.650831553519958e-4	0.017
DNA methylation	PC535	535	1.6398060011917664e-4	0.016
DNA methylation	PC536	536	1.6279980053897564e-4	0.016
DNA methylation	PC537	537	1.6163220237503894e-4	0.016
DNA methylation	PC538	538	1.5756248578644236e-4	0.016
DNA methylation	PC539	539	1.5535176324410802e-4	0.016
DNA methylation	PC540	540	1.549169830741383e-4	0.015
DNA methylation	PC541	541	1.525010605991658e-4	0.015
DNA methylation	PC542	542	1.5166022691725844e-4	0.015
DNA methylation	PC543	543	1.4863179294545765e-4	0.015
DNA methylation	PC544	544	1.4789204244260992e-4	0.015
DNA methylation	PC545	545	1.4570306713122957e-4	0.015
DNA methylation	PC546	546	1.4264046553974223e-4	0.014
DNA methylation	PC547	547	1.4109632111209037e-4	0.014
DNA methylation	PC548	548	1.3976272347149507e-4	0.014
DNA methylation	PC549	549	1.387719883487612e-4	0.014
DNA methylation	PC550	550	1.3787935010744056e-4	0.014
DNA methylation	PC551	551	1.3132009366762916e-4	0.013
DNA methylation	PC552	552	1.3119509125024658e-4	0.013
DNA methylation	PC553	553	1.2701296086053065e-4	0.013
DNA methylation	PC554	554	1.238495289703658e-4	0.012
DNA methylation	PC555	555	1.2002674204262443e-4	0.012
DNA methylation	PC556	556	1.1860125162070445e-4	0.012
DNA methylation	PC557	557	1.1617771873199897e-4	0.012
DNA methylation	PC558	558	1.1329838897023628e-4	0.011
DNA methylation	PC559	559	1.1147272311901666e-4	0.011
DNA methylation	PC560	560	1.0510692225629583e-4	0.011
DNA methylation	PC561	561	1.0206325614746046e-4	0.01
DNA methylation	PC562	562	9.901864767460258e-5	0.01
DNA methylation	PC563	563	9.041069382090234e-5	0.009
DNA methylation	PC564	564	8.787077114480014e-5	0.009
DNA methylation	PC565	565	7.990628646656915e-5	0.008
DNA methylation	PC566	566	7.245153832275398e-5	0.007
DNA methylation	PC567	567	2.1103976582887446e-32	0
