feature	importance	layer	model	fold
CDK1|CDK1	0.6821903803349271	RPPA	Random Forest	4
TIGAR|TIGAR	0.6706814057059012	RPPA	Random Forest	4
EIF4EBP1|4E-BP1_pT37T46	0.67011674264011	RPPA	Random Forest	4
BCL2|Bcl-2	0.6586282305951904	RPPA	Random Forest	4
LCK|Lck	0.6534341041705973	RPPA	Random Forest	4
TSC1|TSC1	0.6527202616459253	RPPA	Random Forest	4
G6PD|G6PD	0.6499018127091942	RPPA	Random Forest	4
PECAM1|CD31	0.64104012665247	RPPA	Random Forest	4
SRC|Src_pY416	0.629264326572397	RPPA	Random Forest	4
CDKN1B|p27_pT198	0.6260745628839796	RPPA	Random Forest	4
CHEK2|Chk2_pT68	0.622385809617412	RPPA	Random Forest	4
STK11|LKB1	0.6223090967867554	RPPA	Random Forest	4
YWHAZ|14-3-3_zeta	0.6179696097881623	RPPA	Random Forest	4
RICTOR|Rictor	0.6172722809730895	RPPA	Random Forest	4
STMN1|Stathmin	0.603393572953738	RPPA	Random Forest	4
XRCC1|XRCC1	0.5865816116293276	RPPA	Random Forest	4
BCL2L11|Bim	0.582685536013199	RPPA	Random Forest	4
SRC|Src	0.5785706565946322	RPPA	Random Forest	4
TGM2|Transglutaminase	0.5721155531917594	RPPA	Random Forest	4
YWHAE|14-3-3_epsilon	0.5691722648537522	RPPA	Random Forest	4
RB1|Rb_pS807_S811	0.566188295813934	RPPA	Random Forest	4
MAP2K1|MEK1_pS217_S221	0.5646528909210147	RPPA	Random Forest	4
RAD51|Rad51	0.5633000473533937	RPPA	Random Forest	4
NFKB1|NF-kB-p65_pS536	0.5628282054304263	RPPA	Random Forest	4
SMAD4|Smad4	0.5545157569941231	RPPA	Random Forest	4
MSH2|MSH2	0.5460546272615963	RPPA	Random Forest	4
ERBB2|HER2_pY1248	0.5456996266899848	RPPA	Random Forest	4
YBX1|YB-1	0.5433841135589826	RPPA	Random Forest	4
TFRC|TFRC	14.754146327769227	RPPA	Random Forest	5
ERBB2|HER2	8.900153764253982	RPPA	Random Forest	5
PIK3CA |PI3K-p110-alpha	7.711974575114746	RPPA	Random Forest	5
NOTCH1|Notch1	6.061146066862343	RPPA	Random Forest	5
NDRG1|NDRG1_pT346	5.895645345551641	RPPA	Random Forest	5
MAPK9|JNK2	4.867810981907396	RPPA	Random Forest	5
AKT1 AKT2 AKT3|Akt_pT308	4.861881505740852	RPPA	Random Forest	5
GSK3A GSK3B|GSK3-alpha-beta	4.702792593327844	RPPA	Random Forest	5
ERBB3|HER3	4.5553524618308145	RPPA	Random Forest	5
GAB2|GAB2	3.983163593573414	RPPA	Random Forest	5
IGFBP2|IGFBP2	3.97358498535337	RPPA	Random Forest	5
PRKCB|PKC-pan_BetaII_pS660	3.5385538620657746	RPPA	Random Forest	5
SERPINE1|PAI-1	3.3145968807874735	RPPA	Random Forest	5
ERRFI1|MIG-6	3.227529397918958	RPPA	Random Forest	5
FOXM1|FoxM1	3.160638829638242	RPPA	Random Forest	5
KIT|c-Kit	3.115872966909577	RPPA	Random Forest	5
PRKCA |PKC-alpha_pS657	3.0476516005242464	RPPA	Random Forest	5
NF2|NF2	2.6604286416040686	RPPA	Random Forest	5
EIF4EBP1|4E-BP1	2.4277195852206632	RPPA	Random Forest	5
ANXA1|Annexin-1	2.2686767963993355	RPPA	Random Forest	5
INPP4B|INPP4B	2.2466452252119287	RPPA	Random Forest	5
DVL3|Dvl3	2.0872525222598375	RPPA	Random Forest	5
AKT1 AKT2 AKT3|Akt_pS473	2.054318522884212	RPPA	Random Forest	5
RAB25|Rab25	2.0389550334490387	RPPA	Random Forest	5
NRG1|Heregulin	2.004656501816481	RPPA	Random Forest	5
GAPDH|GAPDH	1.92878981686399	RPPA	Random Forest	5
ITGA2|CD49b	1.644429833420676	RPPA	Random Forest	5
BCL2L1|Bcl-xL	1.590926228405286	RPPA	Random Forest	5
CLDN7|Claudin-7	1.462058510706423	RPPA	Random Forest	5
TSC2|Tuberin	1.3917903339596223	RPPA	Random Forest	5
ASNS|ASNS	1.3792730311977273	RPPA	Random Forest	5
BECN1|Beclin	1.3642921488867623	RPPA	Random Forest	5
PIK3R1 PIK3R2|PI3K-p85	1.3494331673814675	RPPA	Random Forest	5
PCNA|PCNA	1.3089793156038667	RPPA	Random Forest	5
MYH9|Myosin-IIa-pS1943	1.251485860312244	RPPA	Random Forest	5
CCNB1|Cyclin_B1	1.2301707537131366	RPPA	Random Forest	5
TSC2|Tuberin_pT1462	1.226075557199787	RPPA	Random Forest	5
BAD|Bad_pS112	1.212375071415561	RPPA	Random Forest	5
CASP7|Caspase-7_cleavedD198	1.1891395494382448	RPPA	Random Forest	5
CCNE2|Cyclin_E2	1.1784692184944738	RPPA	Random Forest	5
PRKAA1|AMPK_alpha	1.1557075164944002	RPPA	Random Forest	5
DIABLO|Smac	1.144852836737327	RPPA	Random Forest	5
STK11|LKB1	1.1443222056566915	RPPA	Random Forest	5
VHL|VHL	1.1370166589755368	RPPA	Random Forest	5
EGFR|EGFR	1.1046149146716406	RPPA	Random Forest	5
RPS6KA1|p90RSK	1.0865079395860404	RPPA	Random Forest	5
PRKCA |PKC-alpha	1.0604988071595987	RPPA	Random Forest	5
TP53|p53	1.0540891674523944	RPPA	Random Forest	5
MS4A1|CD20	0.961366808124937	RPPA	Random Forest	5
STAT3|STAT3_pY705	0.9407420732460157	RPPA	Random Forest	5
CAV1|Caveolin-1	0.9164298381690332	RPPA	Random Forest	5
CDH3|P-Cadherin	0.9085243870807275	RPPA	Random Forest	5
EEF2|eEF2	0.8908465958792792	RPPA	Random Forest	5
GATA3|GATA3	0.8661150792493988	RPPA	Random Forest	5
XBP1|XBP1	0.8613612457147044	RPPA	Random Forest	5
MTOR|mTOR_pS2448	0.8350747757279614	RPPA	Random Forest	5
MSH2|MSH2	0.8255583147429209	RPPA	Random Forest	5
PRKCD|PKC-delta_pS664	0.8246008814059069	RPPA	Random Forest	5
BRAF|B-Raf	0.8020163507059489	RPPA	Random Forest	5
MSH6|MSH6	0.7972665291102314	RPPA	Random Forest	5
YWHAZ|14-3-3_zeta	0.7942386645861852	RPPA	Random Forest	5
MAPK8|JNK_pT183_Y185	0.7938272429835217	RPPA	Random Forest	5
EIF4G1|eIF4G	0.7827796120806584	RPPA	Random Forest	5
PRKAA1|AMPK_pT172	0.7765565508721052	RPPA	Random Forest	5
ERBB2|HER2_pY1248	0.766430646822224	RPPA	Random Forest	5
PARK7|DJ-1	0.7360561389592448	RPPA	Random Forest	5
RPS6|S6_pS235_S236	0.7357271367528047	RPPA	Random Forest	5
EIF4EBP1|4E-BP1_pT70	0.7257884548709156	RPPA	Random Forest	5
CDKN1B|p27_pT198	0.7131132073543858	RPPA	Random Forest	5
PREX1|PREX1	0.7083699210786718	RPPA	Random Forest	5
TIGAR|TIGAR	0.6947409668161536	RPPA	Random Forest	5
AKT1S1|PRAS40_pT246	0.6812534757368999	RPPA	Random Forest	5
PGR|PR	0.6760003954566037	RPPA	Random Forest	5
EIF4EBP1|4E-BP1_pT37T46	0.6564480521149498	RPPA	Random Forest	5
MAPK1 MAPK3|MAPK_pT202_Y204	0.645000015515344	RPPA	Random Forest	5
BCL2L11|Bim	0.6395078058851184	RPPA	Random Forest	5
SRSF1|SF2	0.6236101959387523	RPPA	Random Forest	5
YBX1|YB-1_pS102	0.616502481302866	RPPA	Random Forest	5
RICTOR|Rictor	0.6157555389095016	RPPA	Random Forest	5
YAP1|YAP	0.6128466176621694	RPPA	Random Forest	5
CHEK2|Chk2	0.6062938805140143	RPPA	Random Forest	5
MTOR|mTOR	0.6060412280766361	RPPA	Random Forest	5
CDH1|E-Cadherin	0.5950467884230516	RPPA	Random Forest	5
CDK1|CDK1	0.5913085993460073	RPPA	Random Forest	5
RPS6KA1|p90RSK_pT359_S363	0.5904650597825618	RPPA	Random Forest	5
ESR1|ER-alpha_pS118	0.5762256617750608	RPPA	Random Forest	5
TUBA1B|Acetyl-a-Tubulin-Lys40	0.5701015008323335	RPPA	Random Forest	5
FASN|FASN	0.5654091814865997	RPPA	Random Forest	5
GSK3A GSK3B|GSK3_pS9	0.5646684796287188	RPPA	Random Forest	5
ATM|ATM	0.5631167964178889	RPPA	Random Forest	5
YWHAE|14-3-3_epsilon	0.5612589169178291	RPPA	Random Forest	5
IRS1|IRS1	0.5596926808999292	RPPA	Random Forest	5
MYC|c-Myc	0.5534379169562392	RPPA	Random Forest	5
SMAD1|Smad1	0.5522106608912857	RPPA	Random Forest	5
RBM15|RBM15	0.5457923308904753	RPPA	Random Forest	5
SMAD3|Smad3	0.5311277458922684	RPPA	Random Forest	5
TGM2|Transglutaminase	0.5310900508599519	RPPA	Random Forest	5
MAP2K1|MEK1_pS217_S221	0.5247010449872339	RPPA	Random Forest	5
CHEK2|Chk2_pT68	0.5228616449583972	RPPA	Random Forest	5
ESR1|ER-alpha	0.5216467856856655	RPPA	Random Forest	5
