feature	importance	layer	model	fold
RTP1.8	1.949839381164045	DNA methylation	Random Forest	1
ACAP2	1.8869362332426132	DNA methylation	Random Forest	1
SLC2A5.7	1.8691509834727584	DNA methylation	Random Forest	1
TP73.68	1.8170941341836189	DNA methylation	Random Forest	1
feature_187008	1.7635442429526325	DNA methylation	Random Forest	1
feature_23127	1.7406669783004607	DNA methylation	Random Forest	1
ST18.16	1.6559938559529541	DNA methylation	Random Forest	1
GRASP.1	1.6404063499223827	DNA methylation	Random Forest	1
PTPN14.35	1.6230016301064611	DNA methylation	Random Forest	1
NUP210L.3	1.5970396926537826	DNA methylation	Random Forest	1
KCNK7.1	1.5637942170834715	DNA methylation	Random Forest	1
FOXK1.53	1.516156747092451	DNA methylation	Random Forest	1
ITPRIP.13	1.5091807457810642	DNA methylation	Random Forest	1
feature_283246	1.5056709922283384	DNA methylation	Random Forest	1
ZHX2.39	1.467682965702721	DNA methylation	Random Forest	1
ZBTB20.57	1.4437232375327613	DNA methylation	Random Forest	1
feature_286684	1.4024424848671984	DNA methylation	Random Forest	1
CARD14.14	1.392120615685943	DNA methylation	Random Forest	1
feature_54023	1.3826174905317998	DNA methylation	Random Forest	1
COL5A2.3	1.326658645644432	DNA methylation	Random Forest	1
feature_362612	1.3001376125760962	DNA methylation	Random Forest	1
RIMS2.20	1.2931160099670937	DNA methylation	Random Forest	1
HOXA3.19	1.2438602543287356	DNA methylation	Random Forest	1
RUNX3.1	1.2388822957764798	DNA methylation	Random Forest	1
feature_167573	1.204143037422238	DNA methylation	Random Forest	1
LRCH3.13	1.1069576077380239	DNA methylation	Random Forest	1
RNMTL1.5	1.0556970936847656	DNA methylation	Random Forest	1
feature_265572	1.0399494726497074	DNA methylation	Random Forest	1
MIR205HG.2	0.9932897630157381	DNA methylation	Random Forest	1
ITPRIP.20	0.9732078721085096	DNA methylation	Random Forest	1
CUGBP2.12	0.9568504078068897	DNA methylation	Random Forest	1
feature_54795	0.9562045088024962	DNA methylation	Random Forest	1
TP73.8	0.9489666974462684	DNA methylation	Random Forest	1
ANKRD58	0.9484094667689533	DNA methylation	Random Forest	1
RUNX2.7	0.9393428934922262	DNA methylation	Random Forest	1
FOXK1.50	0.9294324000387313	DNA methylation	Random Forest	1
feature_190519	0.9180537658631245	DNA methylation	Random Forest	1
feature_75409	0.9068343139641162	DNA methylation	Random Forest	1
PRICKLE3	0.8934463849313561	DNA methylation	Random Forest	1
CSNK1D.5	0.8926034596219565	DNA methylation	Random Forest	1
KRT7.19	0.883540181195591	DNA methylation	Random Forest	1
TSNARE1.105	0.8832485567468059	DNA methylation	Random Forest	1
KCTD1.34	0.8627789510374841	DNA methylation	Random Forest	1
WWOX.14	0.860024567599301	DNA methylation	Random Forest	1
MIR128-1;R3HDM1	0.8255407674561541	DNA methylation	Random Forest	1
feature_45787	0.8048144864653832	DNA methylation	Random Forest	1
ATP6AP1.4	0.8015250261511505	DNA methylation	Random Forest	1
RALGAPA2.8	0.7996209118499933	DNA methylation	Random Forest	1
feature_212134	0.794407150093127	DNA methylation	Random Forest	1
LIMA1.17	0.7766372895244567	DNA methylation	Random Forest	1
EFNB1.26	0.7275144408622014	DNA methylation	Random Forest	1
DEAF1.18	0.7193902350241528	DNA methylation	Random Forest	1
feature_217835	0.7190687003211874	DNA methylation	Random Forest	1
EBF1.13	0.7079207833833829	DNA methylation	Random Forest	1
feature_321104	0.6777615200961491	DNA methylation	Random Forest	1
HIST1H2AA;HIST1H2BA.10	0.6683641828926155	DNA methylation	Random Forest	1
ZNF750;TBCD.27	0.656361859140884	DNA methylation	Random Forest	1
VWC2.1	0.6438501915926909	DNA methylation	Random Forest	1
CALML3.5	0.6388474520565046	DNA methylation	Random Forest	1
ZDHHC1.9	0.6381334264427512	DNA methylation	Random Forest	1
CALML3.8	0.6294739641868593	DNA methylation	Random Forest	1
feature_341133	0.6252398580730146	DNA methylation	Random Forest	1
feature_396049	0.6224445218128669	DNA methylation	Random Forest	1
feature_380882	0.6070700711441344	DNA methylation	Random Forest	1
TP73.57	0.6045685947654512	DNA methylation	Random Forest	1
LPP.49	0.5999503781695692	DNA methylation	Random Forest	1
VWC2.12	0.5990202412891141	DNA methylation	Random Forest	1
FARP1.51	0.5963160889592358	DNA methylation	Random Forest	1
DTNBP1.19	0.5760742682561142	DNA methylation	Random Forest	1
CHST12.16	0.5615477471327994	DNA methylation	Random Forest	1
MRPL33.5	0.5576780438670831	DNA methylation	Random Forest	1
MTMR1.14	0.5571601984790321	DNA methylation	Random Forest	1
feature_58817	4.853399786471984	DNA methylation	Random Forest	2
CUGBP2.39	3.533259000156707	DNA methylation	Random Forest	2
MICALL2.15	3.238470206769235	DNA methylation	Random Forest	2
ZHX2	3.1813337529005494	DNA methylation	Random Forest	2
feature_133349	2.964436403586766	DNA methylation	Random Forest	2
DEAF1.18	2.870541516718851	DNA methylation	Random Forest	2
RTP1.8	2.8232242877885856	DNA methylation	Random Forest	2
ZHX2.39	2.780432298994286	DNA methylation	Random Forest	2
PHF8.7	2.7029124052622775	DNA methylation	Random Forest	2
CARD14.14	2.6274075939010975	DNA methylation	Random Forest	2
UTRN.13	2.609542710147845	DNA methylation	Random Forest	2
RIMS2.23	2.5607614961537055	DNA methylation	Random Forest	2
feature_67285	2.525050605101548	DNA methylation	Random Forest	2
TBCD.110	2.4710585270869787	DNA methylation	Random Forest	2
ITPRIP.20	2.463062917948256	DNA methylation	Random Forest	2
MYLK.1	2.405045776109205	DNA methylation	Random Forest	2
FOXK1.53	2.3202938400938375	DNA methylation	Random Forest	2
TP73.68	2.228097812292435	DNA methylation	Random Forest	2
CSNK1D.5	2.198037930760077	DNA methylation	Random Forest	2
EFNB1.26	2.184819066061202	DNA methylation	Random Forest	2
LIMA1.17	2.179994717542383	DNA methylation	Random Forest	2
MIR205HG.2	2.16480753081477	DNA methylation	Random Forest	2
feature_182338	2.0642151878798867	DNA methylation	Random Forest	2
RNMTL1	2.0001231386864107	DNA methylation	Random Forest	2
ST18.16	1.9852831568456621	DNA methylation	Random Forest	2
RIMS2.20	1.919049939903466	DNA methylation	Random Forest	2
feature_265572	1.9017753345018082	DNA methylation	Random Forest	2
feature_24181	1.8650443554818126	DNA methylation	Random Forest	2
HN1.10	1.8396555683526599	DNA methylation	Random Forest	2
feature_23127	1.8072788356854788	DNA methylation	Random Forest	2
feature_362612	1.7834498814266497	DNA methylation	Random Forest	2
TPM3;NUP210L	1.6260436142566224	DNA methylation	Random Forest	2
TP63.5	1.615240259090478	DNA methylation	Random Forest	2
feature_286684	1.6073301036014491	DNA methylation	Random Forest	2
LAMA5.15	1.5705843711740954	DNA methylation	Random Forest	2
feature_312266	1.5119770746256522	DNA methylation	Random Forest	2
ZNF750;TBCD.17	1.507701116254726	DNA methylation	Random Forest	2
MIR128-1;R3HDM1	1.4595123537410977	DNA methylation	Random Forest	2
TP73.88	1.43354331897006	DNA methylation	Random Forest	2
CUGBP2.75	1.4124653918515255	DNA methylation	Random Forest	2
RNMTL1.7	1.409370055179731	DNA methylation	Random Forest	2
PRICKLE3	1.3411261431827992	DNA methylation	Random Forest	2
DTNBP1.19	1.323047968554655	DNA methylation	Random Forest	2
CUGBP2.74	1.2965019840230791	DNA methylation	Random Forest	2
SLC2A5.7	1.2713801661438402	DNA methylation	Random Forest	2
PRKAR1B.114	1.2384134782139167	DNA methylation	Random Forest	2
feature_200433	1.206814913090034	DNA methylation	Random Forest	2
HOXA3.19	1.1846085269985456	DNA methylation	Random Forest	2
RUNX2.7	1.1526955294491257	DNA methylation	Random Forest	2
SPSB1.35	1.1494467062302474	DNA methylation	Random Forest	2
GRASP	1.1361460406823085	DNA methylation	Random Forest	2
feature_380882	1.1062641115726033	DNA methylation	Random Forest	2
ACSL4.2	1.084618384102077	DNA methylation	Random Forest	2
AMMECR1.6	1.069523798228803	DNA methylation	Random Forest	2
ZNRF2.6	1.020828165769016	DNA methylation	Random Forest	2
XKR6.72	1.0075498927384006	DNA methylation	Random Forest	2
C3orf34	0.9827586080448996	DNA methylation	Random Forest	2
FOXK1.50	0.9727490996124367	DNA methylation	Random Forest	2
PRDX4.2	0.9590654551337545	DNA methylation	Random Forest	2
feature_54795	0.952617311909155	DNA methylation	Random Forest	2
RALGAPA2.8	0.9485419794733189	DNA methylation	Random Forest	2
TTC12.8	0.9426095758410025	DNA methylation	Random Forest	2
feature_252930	0.9419644022633588	DNA methylation	Random Forest	2
feature_187008	0.8932944220833876	DNA methylation	Random Forest	2
ACAP2	0.8890352423459479	DNA methylation	Random Forest	2
RAB40C.22	0.8774746433345022	DNA methylation	Random Forest	2
PDIA5.2	0.8676820483232444	DNA methylation	Random Forest	2
CUGBP2.12	0.8625592313673944	DNA methylation	Random Forest	2
TP73.8	0.858591763310305	DNA methylation	Random Forest	2
GNL3L.4	0.8526551197411893	DNA methylation	Random Forest	2
GLI3.64	0.8407943566238946	DNA methylation	Random Forest	2
LRRC17;FBXL13.12	0.837008967817439	DNA methylation	Random Forest	2
ANKRD58	0.8263055213293845	DNA methylation	Random Forest	2
feature_282548	0.8249196278168223	DNA methylation	Random Forest	2
ITPRIP.13	0.824429324877787	DNA methylation	Random Forest	2
PTPN14.35	0.8221349494304343	DNA methylation	Random Forest	2
feature_142090	0.7968989021670184	DNA methylation	Random Forest	2
feature_212134	0.7937198644096679	DNA methylation	Random Forest	2
EFNB1.19	0.7912507429948703	DNA methylation	Random Forest	2
feature_97956	0.7891148087746278	DNA methylation	Random Forest	2
feature_75409	0.7853771787596283	DNA methylation	Random Forest	2
SPSB1.7	0.7787387809618758	DNA methylation	Random Forest	2
LPP.55	0.7713690076343281	DNA methylation	Random Forest	2
ZNF750;TBCD.27	0.7506807236094982	DNA methylation	Random Forest	2
FOXK1.49	0.7165031483515829	DNA methylation	Random Forest	2
TBCD.120	0.7119807136630227	DNA methylation	Random Forest	2
EFNB1.10	0.7062520153167592	DNA methylation	Random Forest	2
GRASP.1	0.7051979542525421	DNA methylation	Random Forest	2
MAP3K15.15	0.6754926948140826	DNA methylation	Random Forest	2
MECP2.14	0.6740680761226858	DNA methylation	Random Forest	2
ATP6AP1.4	0.6559586738727544	DNA methylation	Random Forest	2
RAB40C.27	0.6412893834210536	DNA methylation	Random Forest	2
feature_59646	0.6325495045283503	DNA methylation	Random Forest	2
ZMYM3;BCYRN1.9	0.6157383217543756	DNA methylation	Random Forest	2
MBTPS2.5	0.6036004793463536	DNA methylation	Random Forest	2
KCTD1.10	0.5974546661284992	DNA methylation	Random Forest	2
IKZF1.9	0.5973806286892968	DNA methylation	Random Forest	2
feature_54023	0.5923047208679265	DNA methylation	Random Forest	2
feature_41615	0.5744903580670745	DNA methylation	Random Forest	2
LRRC17;FBXL13.3	0.5732500701404419	DNA methylation	Random Forest	2
RTP1.8	5.281679579555597	DNA methylation	Random Forest	3
feature_58817	4.0715256894140035	DNA methylation	Random Forest	3
SLC2A5.7	4.0560639115666	DNA methylation	Random Forest	3
PRKAR1B.114	3.8618697607895762	DNA methylation	Random Forest	3
DCPS.9	3.4699925339694992	DNA methylation	Random Forest	3
MICALL2.15	3.299214745623825	DNA methylation	Random Forest	3
GCET2.6	3.2342157359239665	DNA methylation	Random Forest	3
SPSB1.7	3.1690860515432564	DNA methylation	Random Forest	3
CUGBP2.75	3.0200427186164753	DNA methylation	Random Forest	3
HN1.10	3.010450890478841	DNA methylation	Random Forest	3
TPM3;NUP210L	3.0090618905954067	DNA methylation	Random Forest	3
LIMA1.17	2.9032167482227034	DNA methylation	Random Forest	3
feature_182338	2.8692015047101043	DNA methylation	Random Forest	3
TBCD.110	2.8188383221411177	DNA methylation	Random Forest	3
feature_23127	2.758946113658659	DNA methylation	Random Forest	3
feature_78823	2.6969449388738456	DNA methylation	Random Forest	3
TTC12.8	2.535167841298726	DNA methylation	Random Forest	3
RNMTL1	2.38488526399821	DNA methylation	Random Forest	3
GLI3.64	2.3839909331705176	DNA methylation	Random Forest	3
ZHX2	2.347187719568625	DNA methylation	Random Forest	3
TP73.88	2.339389560665548	DNA methylation	Random Forest	3
ITPRIP.20	2.248582502196366	DNA methylation	Random Forest	3
CALML3.5	2.2477628651489816	DNA methylation	Random Forest	3
feature_133349	2.2418309981880076	DNA methylation	Random Forest	3
TSNARE1.105	2.055793480111352	DNA methylation	Random Forest	3
ITPRIP.13	2.040451016323726	DNA methylation	Random Forest	3
UTRN.13	1.984828994156482	DNA methylation	Random Forest	3
feature_167573	1.9153308025339777	DNA methylation	Random Forest	3
CARD14.14	1.9094335974937986	DNA methylation	Random Forest	3
ZNRF2.6	1.8720187595910898	DNA methylation	Random Forest	3
feature_286684	1.8350335232117114	DNA methylation	Random Forest	3
RIMS2.23	1.8254861416088526	DNA methylation	Random Forest	3
CUGBP2.39	1.8206387360243854	DNA methylation	Random Forest	3
C3orf34	1.7831436769939693	DNA methylation	Random Forest	3
ZNF750;TBCD.17	1.6993447335583296	DNA methylation	Random Forest	3
GRASP	1.6439523316803766	DNA methylation	Random Forest	3
ZHX2.39	1.6413709055949761	DNA methylation	Random Forest	3
feature_321104	1.6069364158776074	DNA methylation	Random Forest	3
LAMA5.15	1.5296668133237408	DNA methylation	Random Forest	3
TP73.8	1.5077236322762464	DNA methylation	Random Forest	3
feature_282548	1.4303577018480242	DNA methylation	Random Forest	3
RALGAPA2.8	1.3878817486632757	DNA methylation	Random Forest	3
SPSB1.35	1.339037638936923	DNA methylation	Random Forest	3
FOXK1.49	1.309731794343454	DNA methylation	Random Forest	3
TPM3.9	1.2914957284328008	DNA methylation	Random Forest	3
ANKRD58	1.2352573926600143	DNA methylation	Random Forest	3
MYLK.1	1.209496857632116	DNA methylation	Random Forest	3
MIR128-1;R3HDM1	1.1958584321152612	DNA methylation	Random Forest	3
NUP210L.3	1.1870075563570746	DNA methylation	Random Forest	3
feature_54795	1.1558408424089417	DNA methylation	Random Forest	3
TP73.68	1.1344441521288118	DNA methylation	Random Forest	3
feature_283246	1.1136581022333225	DNA methylation	Random Forest	3
feature_312266	1.0780966039320028	DNA methylation	Random Forest	3
RNMTL1.5	1.072735767467544	DNA methylation	Random Forest	3
TP63.5	1.0721374702383917	DNA methylation	Random Forest	3
RNMTL1.7	1.0626272878769392	DNA methylation	Random Forest	3
HOXA3.19	1.0523606447288043	DNA methylation	Random Forest	3
ACAP2	1.0521285186188127	DNA methylation	Random Forest	3
ATP6AP1.4	1.0086055401201053	DNA methylation	Random Forest	3
feature_67285	1.0065465512321012	DNA methylation	Random Forest	3
feature_89067	0.9853191598842079	DNA methylation	Random Forest	3
ST18.16	0.9809904946439315	DNA methylation	Random Forest	3
CHST12.14	0.9501019234657984	DNA methylation	Random Forest	3
ZNF750;TBCD.27	0.9410874226526037	DNA methylation	Random Forest	3
SLITRK3.22	0.9406299889099854	DNA methylation	Random Forest	3
feature_362612	0.9251892841167034	DNA methylation	Random Forest	3
TACC1.8	0.905411885261175	DNA methylation	Random Forest	3
WHAMM.5	0.8993326495644849	DNA methylation	Random Forest	3
EBF1.13	0.8834424706968692	DNA methylation	Random Forest	3
feature_265572	0.8533289109016282	DNA methylation	Random Forest	3
PRICKLE3	0.8428905082211785	DNA methylation	Random Forest	3
FOXK1.53	0.8389794619202555	DNA methylation	Random Forest	3
FOXK1.50	0.8281579218642772	DNA methylation	Random Forest	3
RUNX2.7	0.8242456746201174	DNA methylation	Random Forest	3
MIR205HG.2	0.7613695342842813	DNA methylation	Random Forest	3
C14orf159.9	0.7558787992752906	DNA methylation	Random Forest	3
feature_187008	0.7332814173470278	DNA methylation	Random Forest	3
CALML3.8	0.728162871899782	DNA methylation	Random Forest	3
DEAF1.18	0.715888272668611	DNA methylation	Random Forest	3
CXXC5.14	0.7006078601395038	DNA methylation	Random Forest	3
GRASP.1	0.6816199746919258	DNA methylation	Random Forest	3
MTMR1.14	0.677478477186632	DNA methylation	Random Forest	3
TRIP13.10	0.6564551750547944	DNA methylation	Random Forest	3
TRIP13.2	0.6495599733329327	DNA methylation	Random Forest	3
HMGB3.14	0.6319174620091974	DNA methylation	Random Forest	3
LRCH3.13	0.6295475307978087	DNA methylation	Random Forest	3
DTNBP1.19	0.6226652513007496	DNA methylation	Random Forest	3
KCTD1.10	0.6215982502221735	DNA methylation	Random Forest	3
TRIP13.5	0.6183587889287796	DNA methylation	Random Forest	3
feature_380882	0.605482472783385	DNA methylation	Random Forest	3
feature_341133	0.5991293329682151	DNA methylation	Random Forest	3
C20orf195.11	0.5867148227453933	DNA methylation	Random Forest	3
feature_396049	0.5781612058576597	DNA methylation	Random Forest	3
feature_212134	0.5688267400112978	DNA methylation	Random Forest	3
feature_322103	0.5673907429774024	DNA methylation	Random Forest	3
feature_54023	0.5548574453896573	DNA methylation	Random Forest	3
MSC.5	0.5530835065168658	DNA methylation	Random Forest	3
MIR205HG;MIR205.1	0.5529955896153683	DNA methylation	Random Forest	3
KIF26B.13	0.538076761492651	DNA methylation	Random Forest	3
CPLX2.38	0.5257501638256519	DNA methylation	Random Forest	3
feature_286684	4.989413583669595	DNA methylation	Random Forest	4
MICALL2.15	4.284844583918473	DNA methylation	Random Forest	4
feature_133349	3.962017933430515	DNA methylation	Random Forest	4
MIR205HG.2	3.567049632514352	DNA methylation	Random Forest	4
GCET2.3	3.2918391169419374	DNA methylation	Random Forest	4
feature_23127	3.1594931295567044	DNA methylation	Random Forest	4
PRKAR1B.114	3.020562662903759	DNA methylation	Random Forest	4
KCNK7.1	2.9951297229849074	DNA methylation	Random Forest	4
TPM3;NUP210L	2.9159524057220905	DNA methylation	Random Forest	4
LIMA1.17	2.9040457450390593	DNA methylation	Random Forest	4
feature_182338	2.5821228475159135	DNA methylation	Random Forest	4
SPSB1.7	2.5222230120184075	DNA methylation	Random Forest	4
RNMTL1.7	2.4487623653718193	DNA methylation	Random Forest	4
ZHX2	2.404030649904499	DNA methylation	Random Forest	4
CUGBP2.39	2.358553418080306	DNA methylation	Random Forest	4
ZHX2.39	2.30748519480463	DNA methylation	Random Forest	4
feature_58817	2.2957229556201044	DNA methylation	Random Forest	4
UTRN.13	2.2768889100556544	DNA methylation	Random Forest	4
SPSB1.35	2.262719405396703	DNA methylation	Random Forest	4
RNMTL1	2.257677677856002	DNA methylation	Random Forest	4
RIMS2.23	2.1915403215103737	DNA methylation	Random Forest	4
ITPRIP.13	2.1504514667584256	DNA methylation	Random Forest	4
ZNRF2.6	2.1142007782005776	DNA methylation	Random Forest	4
PTPN14.35	2.0682092516142054	DNA methylation	Random Forest	4
RTP1.8	2.052036662118973	DNA methylation	Random Forest	4
TTC12.8	1.9138174982502778	DNA methylation	Random Forest	4
CARD14.14	1.8790919376493211	DNA methylation	Random Forest	4
SLC2A5.7	1.8748201913001765	DNA methylation	Random Forest	4
feature_67285	1.8740267527296601	DNA methylation	Random Forest	4
TP63.5	1.8446609404442942	DNA methylation	Random Forest	4
ZNF750;TBCD.17	1.8388602922475061	DNA methylation	Random Forest	4
ITPRIP.20	1.779238154693292	DNA methylation	Random Forest	4
TP73.68	1.7199088072744382	DNA methylation	Random Forest	4
TACC1.8	1.7061125678583728	DNA methylation	Random Forest	4
DTNBP1.19	1.699951696565335	DNA methylation	Random Forest	4
MYLK.1	1.693646644061791	DNA methylation	Random Forest	4
ACAP2	1.692579091990845	DNA methylation	Random Forest	4
TBCD.110	1.5756546881764626	DNA methylation	Random Forest	4
FOXK1.50	1.4597063873547003	DNA methylation	Random Forest	4
feature_322103	1.4040606571094443	DNA methylation	Random Forest	4
RNMTL1.5	1.3606569768170536	DNA methylation	Random Forest	4
feature_312266	1.349106844898988	DNA methylation	Random Forest	4
RALGAPA2.8	1.3382520416367445	DNA methylation	Random Forest	4
ZNF750;TBCD.27	1.3327821972276417	DNA methylation	Random Forest	4
TSNARE1.105	1.2788673303294156	DNA methylation	Random Forest	4
GCET2.6	1.267959674186125	DNA methylation	Random Forest	4
feature_187008	1.2467890312006034	DNA methylation	Random Forest	4
MIR128-1;R3HDM1	1.214309822612826	DNA methylation	Random Forest	4
TP73.8	1.1850620069646862	DNA methylation	Random Forest	4
FOXK1.53	1.1825587985343886	DNA methylation	Random Forest	4
EFNB1.26	1.1690392892850403	DNA methylation	Random Forest	4
feature_54795	1.1223245256309131	DNA methylation	Random Forest	4
DEAF1.18	1.1067335587443219	DNA methylation	Random Forest	4
ST18.16	1.0947248136138497	DNA methylation	Random Forest	4
BNC1.5	1.0842207933369203	DNA methylation	Random Forest	4
C20orf195.11	1.0535752518150079	DNA methylation	Random Forest	4
feature_380882	1.038601984980471	DNA methylation	Random Forest	4
C3orf34	0.9783045945620986	DNA methylation	Random Forest	4
ZBTB20.57	0.9516040833016505	DNA methylation	Random Forest	4
ACHE.1	0.9331817037373903	DNA methylation	Random Forest	4
TPM3.9	0.9243317440797173	DNA methylation	Random Forest	4
PAK1.6	0.9190998396552138	DNA methylation	Random Forest	4
CUGBP2.74	0.9059330110336921	DNA methylation	Random Forest	4
KCTD1.34	0.864337768414802	DNA methylation	Random Forest	4
feature_341133	0.8452734187783743	DNA methylation	Random Forest	4
GLI3.64	0.8444968775597219	DNA methylation	Random Forest	4
KLF14.5	0.8429099146840724	DNA methylation	Random Forest	4
TWIST1.21	0.8241730968043611	DNA methylation	Random Forest	4
CHST7.5	0.8165256615736657	DNA methylation	Random Forest	4
feature_167573	0.8138617616717859	DNA methylation	Random Forest	4
CXXC5.14	0.8036601535490492	DNA methylation	Random Forest	4
KCTD1.10	0.7981079240115195	DNA methylation	Random Forest	4
feature_97956	0.7908005272653118	DNA methylation	Random Forest	4
feature_347261	0.7654735551807053	DNA methylation	Random Forest	4
LAMA5.15	0.7526085427785959	DNA methylation	Random Forest	4
feature_396053	0.7391149753729714	DNA methylation	Random Forest	4
NGFRAP1.4	0.7310221702209538	DNA methylation	Random Forest	4
RIMS2.20	0.7226315423454114	DNA methylation	Random Forest	4
feature_358489	0.7173718947716862	DNA methylation	Random Forest	4
WHAMM.5	0.7099036431928184	DNA methylation	Random Forest	4
ATP6AP1.4	0.6985139997431242	DNA methylation	Random Forest	4
feature_390353	0.6978907028505469	DNA methylation	Random Forest	4
GNL3L.2	0.6764895675022267	DNA methylation	Random Forest	4
HIST1H3F;HIST1H2BH	0.6740746743399755	DNA methylation	Random Forest	4
CALML3.5	0.6644391956652821	DNA methylation	Random Forest	4
feature_252930	0.6581745336655691	DNA methylation	Random Forest	4
VWC2.1	0.6558922910282625	DNA methylation	Random Forest	4
RUNX2.7	0.6362526534514573	DNA methylation	Random Forest	4
ANKRD58	0.6303097800274153	DNA methylation	Random Forest	4
RASSF1.36	0.6229760517953966	DNA methylation	Random Forest	4
CALML3.8	0.6212614210842439	DNA methylation	Random Forest	4
feature_344114	0.6189233621667969	DNA methylation	Random Forest	4
feature_211190	0.6066137221720408	DNA methylation	Random Forest	4
feature_283246	0.5931655293347924	DNA methylation	Random Forest	4
MIR718;IRAK1.1	0.5897701114276633	DNA methylation	Random Forest	4
TP73.88	0.587423038608555	DNA methylation	Random Forest	4
RAB40C.27	0.5703827467612775	DNA methylation	Random Forest	4
HOXA1.11	0.5693220244462414	DNA methylation	Random Forest	4
CUGBP2.12	0.5601280947072194	DNA methylation	Random Forest	4
CHST12.16	0.5582458571351971	DNA methylation	Random Forest	4
ZHX2	4.40627583243558	DNA methylation	Random Forest	5
MICALL2.15	4.166651258815339	DNA methylation	Random Forest	5
feature_265572	3.7227726139039232	DNA methylation	Random Forest	5
HN1.10	3.656981471896429	DNA methylation	Random Forest	5
TP73.68	3.415493750315466	DNA methylation	Random Forest	5
DSC3.13	3.079040561269822	DNA methylation	Random Forest	5
TPM3.9	3.0132546098702564	DNA methylation	Random Forest	5
feature_67285	2.8005947320193934	DNA methylation	Random Forest	5
feature_322103	2.735733134935762	DNA methylation	Random Forest	5
feature_282548	2.7350761676551936	DNA methylation	Random Forest	5
feature_133349	2.689818600286344	DNA methylation	Random Forest	5
RIMS2.23	2.668476113893361	DNA methylation	Random Forest	5
GCET2.6	2.6334447610979996	DNA methylation	Random Forest	5
PRKAR1B.114	2.6219143788017742	DNA methylation	Random Forest	5
feature_58817	2.6175066678225893	DNA methylation	Random Forest	5
ITPRIP.20	2.294750606302433	DNA methylation	Random Forest	5
CARD14.14	2.250893756957703	DNA methylation	Random Forest	5
MYLK.1	2.2394506786066675	DNA methylation	Random Forest	5
LIMA1.17	2.2237102317188597	DNA methylation	Random Forest	5
ZHX2.39	2.201383125775128	DNA methylation	Random Forest	5
TBCD.110	2.151171493817284	DNA methylation	Random Forest	5
feature_4000	2.0562702548498795	DNA methylation	Random Forest	5
RNMTL1.7	2.0437808080206015	DNA methylation	Random Forest	5
PAK1.6	2.0246782268203067	DNA methylation	Random Forest	5
CUGBP2.75	1.9918227496077534	DNA methylation	Random Forest	5
KCNK7.1	1.98445404572406	DNA methylation	Random Forest	5
SPSB1.35	1.855011613361894	DNA methylation	Random Forest	5
FOXK1.53	1.7771500932557183	DNA methylation	Random Forest	5
ZNRF2.6	1.768022661673553	DNA methylation	Random Forest	5
feature_252930	1.7659405041672098	DNA methylation	Random Forest	5
UTRN.13	1.7383771407230415	DNA methylation	Random Forest	5
SLC2A5.7	1.733331819799714	DNA methylation	Random Forest	5
TTC12.8	1.6455296380905906	DNA methylation	Random Forest	5
ITPRIP.13	1.6338921817785421	DNA methylation	Random Forest	5
TP63.5	1.5658734885574164	DNA methylation	Random Forest	5
feature_283246	1.511703723199244	DNA methylation	Random Forest	5
EBF1.13	1.5040535225029006	DNA methylation	Random Forest	5
TPM3;NUP210L	1.4712726712516506	DNA methylation	Random Forest	5
KCTD1.34	1.4464472052933826	DNA methylation	Random Forest	5
WWOX.14	1.4380115333514183	DNA methylation	Random Forest	5
feature_286684	1.3868760440304495	DNA methylation	Random Forest	5
feature_182338	1.3462559546962607	DNA methylation	Random Forest	5
SPSB1.7	1.3128949725021521	DNA methylation	Random Forest	5
feature_23127	1.290005631872901	DNA methylation	Random Forest	5
GLI3.64	1.2803978489939463	DNA methylation	Random Forest	5
CUGBP2.74	1.2783677340495347	DNA methylation	Random Forest	5
ZMYM3;BCYRN1.9	1.184155782088803	DNA methylation	Random Forest	5
DEAF1.18	1.1465035362404	DNA methylation	Random Forest	5
CUGBP2.39	1.1111245494500743	DNA methylation	Random Forest	5
FOXK1.44	1.102337649105413	DNA methylation	Random Forest	5
ZNF750;TBCD.27	1.0786558929159216	DNA methylation	Random Forest	5
PRDM16.62	1.072134969887285	DNA methylation	Random Forest	5
MECP2.14	1.0634536320306904	DNA methylation	Random Forest	5
RTP1.8	1.0168410418796665	DNA methylation	Random Forest	5
feature_75409	1.0033247975651984	DNA methylation	Random Forest	5
CALML3.5	0.9863568189292046	DNA methylation	Random Forest	5
RAB40C.27	0.9713960256690427	DNA methylation	Random Forest	5
ACAP2	0.9494455424680077	DNA methylation	Random Forest	5
MIR128-1;R3HDM1	0.945008302723493	DNA methylation	Random Forest	5
GRASP	0.9390360522146277	DNA methylation	Random Forest	5
RIMS2.20	0.9165433817175068	DNA methylation	Random Forest	5
feature_341133	0.8841249074046343	DNA methylation	Random Forest	5
RUNX3.1	0.8823019660366849	DNA methylation	Random Forest	5
ST18.16	0.8716432816573767	DNA methylation	Random Forest	5
ANKRD58	0.8681691712354334	DNA methylation	Random Forest	5
XKR6.72	0.865264679208899	DNA methylation	Random Forest	5
MIR205HG;MIR205.1	0.8643154481705444	DNA methylation	Random Forest	5
feature_54795	0.8520212053588075	DNA methylation	Random Forest	5
HOXA3.19	0.8451696259538976	DNA methylation	Random Forest	5
RNMTL1	0.7989666642476664	DNA methylation	Random Forest	5
feature_6911	0.7961365505566808	DNA methylation	Random Forest	5
feature_211190	0.7942035328669835	DNA methylation	Random Forest	5
